timestep:         0.0063532800000000
yAxisLabel:vertical DOF [m]     
title:bogies vertical DOF       
uv1,    uv2,    
  0.0000000000000000,  0.0000000000000000,
  0.0000000000000000,  0.0000000000000000,
 -0.0000000008808078,  0.0000000002166906,
 -0.0000000055402280,  0.0000000013577520,
 -0.0000000189415639,  0.0000000046213482,
 -0.0000000484117997,  0.0000000117569607,
 -0.0000001032523943,  0.0000000249555186,
 -0.0000001939518756,  0.0000000466436076,
 -0.0000003324630814,  0.0000000795450029,
 -0.0000005332640149,  0.0000001269328291,
 -0.0000008146578334,  0.0000001929342825,
 -0.0000011996521147,  0.0000002827234513,
 -0.0000017162058537,  0.0000004025533421,
 -0.0000023970950313,  0.0000005596923029,
 -0.0000032797597834,  0.0000007623568317,
 -0.0000044062068913,  0.0000010196586429,
 -0.0000058228148493,  0.0000013415281966,
 -0.0000075801092831,  0.0000017386316824,
 -0.0000097325086538,  0.0000022222817374,
 -0.0000123377923733,  0.0000028042808378,
 -0.0000154561683505,  0.0000034966688817,
 -0.0000191492132397,  0.0000043114444973,
 -0.0000234790454519,  0.0000052603495141,
 -0.0000285078040712,  0.0000063547330225,
 -0.0000342972384600,  0.0000076054451774,
 -0.0000409082006938,  0.0000090227088978,
 -0.0000483999884509,  0.0000106159573249,
 -0.0000568295981511,  0.0000123936527314,
 -0.0000662510184771,  0.0000143631196152,
 -0.0000767147445166,  0.0000165304361771,
 -0.0000882676234440,  0.0000189004103003,
 -0.0001009529440074,  0.0000214766165555,
 -0.0001148105164589,  0.0000242614306024,
 -0.0001298765562644,  0.0000272560153138,
 -0.0001461834316314,  0.0000304602748267,
 -0.0001637594917711,  0.0000338728309110,
 -0.0001826291113029,  0.0000374910546437,
 -0.0002028129079257,  0.0000413111416342,
 -0.0002243280292808,  0.0000453282042568,
 -0.0002471884540581,  0.0000495363670592,
 -0.0002714052880738,  0.0000539288606149,
 -0.0002969870628802,  0.0000584981157709,
 -0.0003239401062691,  0.0000632358753792,
 -0.0003522690786905,  0.0000681333462089,
 -0.0003819776757606,  0.0000731813900420,
 -0.0004130693675529,  0.0000783707210648,
 -0.0004455480530694,  0.0000836920793462,
 -0.0004794186546401,  0.0000891363869274,
 -0.0005146877673014,  0.0000946949150923,
 -0.0005513644037449,  0.0001003594723212,
 -0.0005894607411813,  0.0001061225891291,
 -0.0006289927279166,  0.0001119776646019,
 -0.0006699804377849,  0.0001179190477829,
 -0.0007124480668233,  0.0001239420292598,
 -0.0007564235485002,  0.0001300427390805,
 -0.0008019378919875,  0.0001362179788076,
 -0.0008490243719819,  0.0001424650207576,
 -0.0008977176273365,  0.0001487813891610,
 -0.0009480526535168,  0.0001551646198577,
 -0.0010000636887957,  0.0001616119989391,
 -0.0010537830832996,  0.0001681203027385,
 -0.0011092403002283,  0.0001746855758819,
 -0.0011664611680093,  0.0001813029757251,
 -0.0012254674167990,  0.0001879666898300,
 -0.0012862764583141,  0.0001946699146814,
 -0.0013489013326734,  0.0002014048754732,
 -0.0014133507597315,  0.0002081628707126,
 -0.0014796292919316,  0.0002149343404652,
 -0.0015477376136560,  0.0002217089689036,
 -0.0016176729919205,  0.0002284758216861,
 -0.0016894297633163,  0.0002352234891456,
 -0.0017629996452845,  0.0002419401831499,
 -0.0018383716712589,  0.0002486137395942,
 -0.0019155316579715,  0.0002552315064463,
 -0.0019944612475545,  0.0002617801308295,
 -0.0020751366608448,  0.0002682452813820,
 -0.0021575273219527,  0.0002746113470628,
 -0.0022415944817424,  0.0002808611445784,
 -0.0023272899252176,  0.0002869756553127,
 -0.0024145548353435,  0.0002929338090525,
 -0.0025033189046042,  0.0002987123359957,
 -0.0025934997998659,  0.0003042857114981,
 -0.0026850030573321,  0.0003096262103168,
 -0.0027777224054584,  0.0003147040672473,
 -0.0028715404183270,  0.0003194877176305,
 -0.0029663293427824,  0.0003239440772627,
 -0.0030619519541841,  0.0003280388250584,
 -0.0031582623708083,  0.0003317366711925,
 -0.0032551068519154,  0.0003350016172252,
 -0.0033523246660355,  0.0003377972296582,
 -0.0034497491133508,  0.0003400869471375,
 -0.0035472087285545,  0.0003418344268146,
 -0.0036445286191493,  0.0003430039176057,
 -0.0037415318530712,  0.0003435606382291,
 -0.0038380408192633,  0.0003434711407886,
 -0.0039338678603248,  0.0003426603381408,
 -0.0040288114096395,  0.0003409901472920,
 -0.0041226652532500,  0.0003382906992632,
 -0.0042152257805759,  0.0003343817723576,
 -0.0043062971293157,  0.0003290795166277,
 -0.0043956977268467,  0.0003222027122148,
 -0.0044832655428377,  0.0003135769040876,
 -0.0045688601004618,  0.0003030367450557,
 -0.0046523623012318,  0.0002904273997664,
 -0.0047336739581743,  0.0002756054848896,
 -0.0048127174141038,  0.0002584399031046,
 -0.0048894349360386,  0.0002388127697423,
 -0.0049637878310517,  0.0002166201220016,
 -0.0050357552086567,  0.0001917721268508,
 -0.0051053325347712,  0.0001641927971519,
 -0.0051725303193505,  0.0001338193839445,
 -0.0052373729939656,  0.0001006015604376,
 -0.0052998978010299,  0.0000645006762949,
 -0.0053601534312057,  0.0000254892630399,
 -0.0054181982484372, -0.0000164493519346,
 -0.0054740983213647, -0.0000613216468313,
 -0.0055279256506124, -0.0001091248290157,
 -0.0055797567732554, -0.0001598478911578,
 -0.0056296716481623, -0.0002134725134150,
 -0.0056777526011588, -0.0002699736944072,
 -0.0057240832193155, -0.0003293201147235,
 -0.0057687473016472, -0.0003914742901969,
 -0.0058118280968472, -0.0004563926586080,
 -0.0058534080097984, -0.0005240258118126,
 -0.0058935687661685, -0.0005943189563722,
 -0.0059323918133153, -0.0006672124524498,
 -0.0059699586600781, -0.0007426422030115,
 -0.0060063509634775, -0.0008205398691383,
 -0.0060416503650273, -0.0009008331309528,
 -0.0060759382311360, -0.0009834462180889,
 -0.0061092954705109, -0.0010683007197630,
 -0.0061418024797190, -0.0011553165288102,
 -0.0061735391033514, -0.0012444127967120,
 -0.0062045844357076, -0.0013355088531883,
 -0.0062350164058973, -0.0014285250566236,
 -0.0062649112807072, -0.0015233835418471,
 -0.0062943433200268, -0.0016200088671802,
 -0.0063233847571964, -0.0017183285722812,
 -0.0063521061133062, -0.0018182735989786,
 -0.0063805767019428, -0.0019197784984406,
 -0.0064088651283761, -0.0020227814417325,
 -0.0064370396575781, -0.0021272241805664,
 -0.0064651684592745, -0.0022330521076446,
 -0.0064933198433088, -0.0023402144289940,
 -0.0065215626151588, -0.0024486643323171,
 -0.0065499666068631, -0.0025583590136089,
 -0.0065786033287460, -0.0026692594592681,
 -0.0066075466075156, -0.0027813300110861,
 -0.0066368731112056, -0.0028945378579935,
 -0.0066666628037223, -0.0030088525614914,
 -0.0066969994827298, -0.0031242456013311,
 -0.0067279715318800, -0.0032406898431162,
 -0.0067596728479824, -0.0033581588629780,
 -0.0067922037178108, -0.0034766261942564,
 -0.0068256714302105, -0.0035960646602736,
 -0.0068601904853747, -0.0037164459721642,
 -0.0068958822962476, -0.0038377407061703,
 -0.0069328743180712, -0.0039599186701723,
 -0.0069712985650220, -0.0040829495930140,
