timestep:   0.0027983627034219
yAxisLabel:vertical DOF [m] 
title:sprung mass vertical DOF 
matlab uv1, matlab uv2 
  0.0000000000000000,   0.0000000000000000
 -0.0000000000000177,   0.0000000000000000
 -0.0000000000057039,   0.0000000000000000
 -0.0000000000174112,   0.0000000000000000
 -0.0000000000670263,   0.0000000000000000
 -0.0000000002383496,   0.0000000000000000
 -0.0000000006685972,   0.0000000000000000
 -0.0000000015703317,   0.0000000000000000
 -0.0000000032263137,   0.0000000000000000
 -0.0000000059717178,   0.0000000000000000
 -0.0000000101570333,   0.0000000000000000
 -0.0000000161395461,   0.0000000000000000
 -0.0000000242246816,   0.0000000000000000
 -0.0000000346599113,   0.0000000000000000
 -0.0000000476561342,   0.0000000000000000
 -0.0000000633859745,   0.0000000000000000
 -0.0000000820353300,   0.0000000000000000
 -0.0000001038510421,   0.0000000000000000
 -0.0000001291944188,   0.0000000000000000
 -0.0000001585375882,   0.0000000000000000
 -0.0000001925154555,   0.0000000000000000
 -0.0000002318726719,   0.0000000000000000
 -0.0000002774185889,   0.0000000000000000
 -0.0000003299663838,   0.0000000000000000
 -0.0000003902775443,   0.0000000000000000
 -0.0000004589730470,   0.0000000000000000
 -0.0000005365272623,   0.0000000000000000
 -0.0000006232746274,   0.0000000000000000
 -0.0000007194262070,   0.0000000000000000
 -0.0000008251569961,   0.0000000000000000
 -0.0000009406975975,   0.0000000000000000
 -0.0000010663819180,   0.0000000000000000
 -0.0000012027341550,   0.0000000000000000
 -0.0000013505168996,   0.0000000000000000
 -0.0000015106337084,   0.0000000000000000
 -0.0000016841368640,   0.0000000000000000
 -0.0000018721090807,   0.0000000000000000
 -0.0000020755442990,   0.0000000000000000
 -0.0000022952333985,   0.0000000000000000
 -0.0000025317628693,   0.0000000000000000
 -0.0000027854270060,   0.0000000000000000
 -0.0000030562925371,   0.0000000000000000
 -0.0000033443044193,   0.0000000000000000
 -0.0000036493728936,   0.0000000000000000
 -0.0000039714966194,   0.0000000000000000
 -0.0000043108986208,   0.0000000000000000
 -0.0000046680626951,   0.0000000000000000
 -0.0000050437148248,   0.0000000000000000
