timestep:   0.0070383061934551
yAxisLabel:acceleration [m/s2] 
title:sprung mass acceleration 
matlab av1, matlab av2 
 -0.0000058625376971,   0.0000000000000000
 -0.0000014853787680,   0.0000000000000000
 -0.0000018853123440,   0.0000000000000000
 -0.0000232311034260,   0.0000000000000000
 -0.0000655227520140,   0.0000000000000000
 -0.0001997637344364,   0.0000000000000000
 -0.0002845746249587,   0.0000000000000000
 -0.0003507260330647,   0.0000000000000000
 -0.0005266047801554,   0.0000000000000000
 -0.0008122108662307,   0.0000000000000000
 -0.0012075442912906,   0.0000000000000000
 -0.0017126050553352,   0.0000000000000000
 -0.0023273931583643,   0.0000000000000000
 -0.0030296328369260,   0.0000000000000000
 -0.0037831519384028,   0.0000000000000000
 -0.0046603671407520,   0.0000000000000000
 -0.0056379332811677,   0.0000000000000000
 -0.0067144178024413,   0.0000000000000000
 -0.0078898207045729,   0.0000000000000000
 -0.0091641419875626,   0.0000000000000000
 -0.0105373816514104,   0.0000000000000000
 -0.0119567820315637,   0.0000000000000000
 -0.0131005374422565,   0.0000000000000000
 -0.0145547662035082,   0.0000000000000000
 -0.0159310993475911,   0.0000000000000000
 -0.0171244610133721,   0.0000000000000000
 -0.0181348512008527,   0.0000000000000000
 -0.0189622699100275,   0.0000000000000000
 -0.0195982296831247,   0.0000000000000000
 -0.0197635436296657,   0.0000000000000000
 -0.0201989186855654,   0.0000000000000000
 -0.0204997910179933,   0.0000000000000000
 -0.0203490408645328,   0.0000000000000000
 -0.0197466682251860,   0.0000000000000000
 -0.0186926730999498,   0.0000000000000000
 -0.0171870554888295,   0.0000000000000000
 -0.0152298153918131,   0.0000000000000000
 -0.0131418279470846,   0.0002804288350218
 -0.0111246496524301,   0.0005128464774145
 -0.0085787378312545,  -0.0000264723264840
 -0.0058408395156604,  -0.0008527313761831
 -0.0029158844831347,  -0.0019601718100580
  0.0001961272663173,  -0.0033487936281085
  0.0034951957326943,  -0.0050185968303346
  0.0069782644356087,  -0.0069679848210276
  0.0098528252549363,  -0.0086250610399072
  0.0127163576596566,  -0.0099114731089075
  0.0156073901459183,  -0.0112893524799818
  0.0178882301796424,  -0.0125476381104385
  0.0195588777608409,  -0.0136863300002766
  0.0206193328895029,  -0.0147054281494984
  0.0210590846903023,  -0.0156122855267908
  0.0209066861255920,  -0.0165060218704991
  0.0203930184944278,  -0.0173048965411905
  0.0190516182701163,  -0.0180563784532806
  0.0167973746567198,  -0.0187868629002539
  0.0136302876542384,  -0.0194963498821128
  0.0095725726137631,  -0.0201850706521354
  0.0051483291860432,  -0.0208786969283575
  0.0000873257102479,  -0.0216160913128336
 -0.0055714799246798,  -0.0223727210707987
 -0.0116939794663074,  -0.0231447179537036
 -0.0182801729146577,  -0.0239320819615647
 -0.0253102251372883,  -0.0247316557260099
 -0.0321364916489384,  -0.0254782523596216
 -0.0392525664379824,  -0.0263158739085633
 -0.0462042200887293,  -0.0270867070307388
 -0.0526476793352822,  -0.0277193598592441
 -0.0585829441776193,  -0.0282138323940703
 -0.0635961289197879,  -0.0284289905615105
 -0.0680151925271464,  -0.0285409216057927
 -0.0727565374220126,  -0.0288829240891880
 -0.0760178697449061,  -0.0287948956422649
 -0.0777338822099585,  -0.0282534039766882
 -0.0779045748171365,  -0.0272584490924264
 -0.0765299475664364,  -0.0258100309894860
 -0.0735734698006961,  -0.0238859362939403
 -0.0691135298760490,  -0.0214338089356530
 -0.0648902546580747,  -0.0193466647117999
 -0.0594813708658127,  -0.0169171491930315
 -0.0524842668809830,  -0.0139271791316902
 -0.0438989427037870,  -0.0103767545279246
 -0.0337253983339560,  -0.0062658753815487
 -0.0219636337717126,  -0.0015945416927071
 -0.0086136490169783,   0.0036372465386528
  0.0048182902575537,   0.0088190616016093
  0.0162114867906110,   0.0131153722673511
  0.0296122494154151,   0.0181967363179078
  0.0427828408232235,   0.0231539781574348
  0.0556201808437475,   0.0279451648384342
  0.0680656932554660,   0.0325434941516870
  0.0795821265220825,   0.0367055536680207
  0.0908741597979204,   0.0407715795145091
  0.1007067666044939,   0.0441888866050386
  0.1087628672776159,   0.0468130208730926
  0.1150424618172293,   0.0486439823186053
  0.1194240366805089,   0.0496111725142475
  0.1225591296164286,   0.0500245183998683
  0.1239757235567509,   0.0496778723467595
  0.1228590262513720,   0.0481645189852285
  0.1192041695130243,   0.0454819440012827
  0.1130116779049953,   0.0416303953505636
  0.1050449998766305,   0.0369694028364910
  0.0955376547329830,   0.0316039265794809
  0.0838297101888867,   0.0252229991408562
  0.0702593357440753,   0.0179872622670270
  0.0548384341447324,   0.0099028814171881
  0.0382664880247345,   0.0013220528532205
  0.0203777918005396,  -0.0078646650662206
  0.0017129731911953,  -0.0173577647264281
 -0.0173168197043023,  -0.0269393683203231
 -0.0366685733620001,  -0.0365861693752346
 -0.0557109936284362,  -0.0459717455836375
 -0.0750070067963716,  -0.0554282316993311
 -0.0931928270516869,  -0.0641915176389665
 -0.1098545918722833,  -0.0720328453805364
 -0.1249155003926170,  -0.0789078403952153
 -0.1373287513126674,  -0.0842232679717136
 -0.1500917733446156,  -0.0897493131236700
 -0.1606085016462520,  -0.0939873470452182
 -0.1677817071476045,  -0.0963014154644873
 -0.1716113898486247,  -0.0966915183813284
 -0.1720975497493830,  -0.0951576557959081
 -0.1692382490963000,  -0.0916998731998792
 -0.1638002860273031,  -0.0868182908323284
 -0.1574184992874904,  -0.0814651654916009
 -0.1483590165515474,  -0.0746315043486061
 -0.1362375142960169,  -0.0661085604768215
 -0.1210539925208898,  -0.0558963338761559
 -0.1028084512260350,  -0.0439948245465517
 -0.0815008904116538,  -0.0304040324881408
 -0.0576856535475626,  -0.0154667773923316
 -0.0362784711169700,  -0.0022072088644712
 -0.0124318131569386,   0.0123699637947910
  0.0122394266191851,   0.0272254900202341
  0.0368857563545254,   0.0418306155953088
  0.0614228829905280,   0.0561335656321608
  0.0851377118816789,   0.0697196327524446
  0.1087554029652156,   0.0830570949074771
  0.1304317318144754,   0.0949681188835019
  0.1497544152559235,   0.1051938398226866
  0.1666560089871140,   0.1136937809434334
  0.1806130031617377,   0.1201878392082124
  0.1938722937001204,   0.1260958161331629
  0.2039343704312178,   0.1298763515190883
  0.2100082236625894,   0.1310458350895633
  0.2120938533941915,   0.1296042668444831
  0.2101912596260938,   0.1255516467839263
  0.2052795517439032,   0.1195986318173498
  0.1986310233025299,   0.1126033986064385
  0.1881978337408835,   0.1032104904794328
  0.1746084564067589,   0.0919723833154891
  0.1578771968342936,   0.0788999812971322
  0.1383216529668389,   0.0642184243299443
  0.1174073866176445,   0.0488965095255392
  0.0940532139035212,   0.0321821069320273
  0.0696485975579653,   0.0151864173936016
  0.0443877027358925,  -0.0019459345087228
  0.0183363641695547,  -0.0191697007540913
 -0.0072153376304981,  -0.0356529197338276
 -0.0337329094473971,  -0.0524827950125152
 -0.0591625847741856,  -0.0681251318004484
 -0.0826463949732092,  -0.0819691858891465
 -0.1041843400445027,  -0.0940149572786534
 -0.1235281934094745,  -0.1041249430332624
 -0.1407634483294540,  -0.1125465689533134
 -0.1571498028932765,  -0.1200354493581841
 -0.1699199797501911,  -0.1247779440535010
 -0.1788194282764974,  -0.1266160832189952
 -0.1838481484722134,  -0.1255498668546839
 -0.1851019541789550,  -0.1216646372123713
 -0.1845304263708879,  -0.1166148848138949
 -0.1810006679841935,  -0.1094272667046164
 -0.1739325054910099,  -0.0999022337673225
 -0.1636311569696481,  -0.0883466372058414
 -0.1502233328007684,  -0.0748649729060349
 -0.1348950633138412,  -0.0603463894302710
 -0.1170936366613228,  -0.0443322944946566
 -0.0976601353768927,  -0.0277295841334405
 -0.0768197331028078,  -0.0107425374528941
 -0.0547922354402236,   0.0064638249058317
 -0.0323374585117590,   0.0234271951466378
 -0.0088295474203794,   0.0406130249684245
  0.0139267652026439,   0.0564744025573377
  0.0357275371626052,   0.0708464969634351
  0.0563176438800758,   0.0835362661398692
  0.0743032724869230,   0.0936087439884260
  0.0942728108040854,   0.1047634653671805
  0.1120960310216356,   0.1137741492428814
  0.1266835502749515,   0.1197978565879966
  0.1380353685644887,   0.1228345874028674
  0.1461514858898791,   0.1228843416872309
  0.1510319022514028,   0.1199471194412888
  0.1537105292488080,   0.1151791648411656
  0.1561742767629502,   0.1107130697002878
