timestep:   0.0070383061934551
yAxisLabel:velocity [m/s] 
title:sprung mass velocity 
matlab vv1, matlab vv2 
 -0.0000000000235403,    0.0000000000000000
 -0.0000000412858757,    0.0000000000000000
 -0.0000000517404263,    0.0000000000000000
 -0.0000000650098318,    0.0000000000000000
 -0.0000002285174509,    0.0000000000000000
 -0.0000006896866423,    0.0000000000000000
 -0.0000020956849716,    0.0000000000000000
 -0.0000040986083169,    0.0000000000000000
 -0.0000065671255276,    0.0000000000000000
 -0.0000102735312133,    0.0000000000000000
 -0.0000159901199835,    0.0000000000000000
 -0.0000244891864478,    0.0000000000000000
 -0.0000365430252157,    0.0000000000000000
 -0.0000529239308968,    0.0000000000000000
 -0.0000742474144568,    0.0000000000000000
 -0.0001008743961757,    0.0000000000000000
 -0.0001336754870862,    0.0000000000000000
 -0.0001733569878173,    0.0000000000000000
 -0.0002206151162217,    0.0000000000000000
 -0.0002761460901519,    0.0000000000000000
 -0.0003406461274607,    0.0000000000000000
 -0.0004148114460006,    0.0000000000000000
 -0.0004989669390272,    0.0000000000000000
 -0.0005911725328446,    0.0000000000000000
 -0.0006936134339590,    0.0000000000000000
 -0.0008057413891657,    0.0000000000000000
 -0.0009262685891757,    0.0000000000000000
 -0.0010539072247001,    0.0000000000000000
 -0.0011873694864498,    0.0000000000000000
 -0.0013253078278093,    0.0000000000000000
 -0.0014644096993426,    0.0000000000000000
 -0.0016065758738283,    0.0000000000000000
 -0.0017508596799148,    0.0000000000000000
 -0.0018940824602625,    0.0000000000000000
 -0.0020330655575319,    0.0000000000000000
 -0.0021646303143835,    0.0000000000000000
 -0.0022855980734778,    0.0000000000000000
 -0.0023927901774752,    0.0000000000000000
 -0.0024852863865084,    0.0000019737440064
 -0.0025635850770572,    0.0000055833145446
 -0.0026239648606669,    0.0000053969942052
 -0.0026650744776050,   -0.0000006047903212
 -0.0026855973654220,   -0.0000144010797121
 -0.0026842169616688,   -0.0000379709146454
 -0.0026596167038960,   -0.0000732933357988
 -0.0026105015420993,   -0.0001223361465206
 -0.0025411543410845,   -0.0001830419670567
 -0.0024516527222103,   -0.0002528019496254
 -0.0023418031314826,   -0.0003322598691053
 -0.0022159002902193,   -0.0004205739881313
 -0.0020782389197381,   -0.0005169025693379
 -0.0019331137413570,   -0.0006204038753599
 -0.0017848934551528,   -0.0007302879212771
 -0.0016377457967104,   -0.0008464623572375
 -0.0014942134883378,   -0.0009682595177405
 -0.0013601223654719,   -0.0010953458380396
 -0.0012418972993918,   -0.0012275735315460
 -0.0011459631613764,   -0.0013647948116711
 -0.0010785884642616,   -0.0015068635194573
 -0.0010423529470655,   -0.0016538141813595
 -0.0010417383219783,   -0.0018059548507249
 -0.0010809521036388,   -0.0019634209120019
 -0.0011632579117427,   -0.0021263205237212
 -0.0012919193659854,   -0.0022947618444136
 -0.0014700604803269,   -0.0024688308100844
 -0.0016962469485355,   -0.0026481545514655
 -0.0019725185300050,   -0.0028333737297823
 -0.0022977179784192,   -0.0030240182676371
 -0.0026682684659558,   -0.0032191156098130
 -0.0030805931647920,   -0.0034176932010933
 -0.0035282021928479,   -0.0036177851414360
 -0.0040069139436607,   -0.0038186648867410
