f,amplitude_1,amplitude_2,amplitude_3
3.00236552777094,1.41474704454922e-06,5.92210736562166e-06,1.39126358330642e-06
3.07742466596522,7.31492947267597e-06,7.1428959611714e-06,3.43260623330515e-06
3.15248380415949,3.51190908050957e-05,3.33520323151063e-05,4.49739645591131e-06
3.22754294235377,7.0875511997926e-06,7.12894626609329e-06,3.8551709672724e-06
3.30260208054804,4.90187502775524e-06,8.03820998782006e-06,1.91040768600194e-06
3.37766121874231,8.07304239437507e-06,9.33005093812996e-06,5.54885057845222e-07
3.45272035693659,2.95509712863374e-06,7.08143573522233e-07,1.43902850468931e-06
3.52777949513086,2.00486277099603e-06,6.69927764019359e-06,1.28585341039935e-06
3.60283863332513,2.85907324411651e-06,5.99527767855714e-06,5.27488067193852e-07
3.67789777151941,9.9742647895991e-07,1.76607456554515e-06,5.89936829398692e-08
3.75295690971368,2.69388049943651e-06,6.44691395730385e-06,1.54017713213246e-07
3.82801604790795,5.56962347068515e-06,5.30105642521689e-06,1.92800573037253e-07
3.90307518610223,6.4842246361607e-06,3.09316489038116e-06,2.37150007971208e-07
3.9781343242965,3.81571444284711e-06,3.82864908541872e-06,8.69345477097685e-08
4.05319346249077,1.85801504814504e-06,3.78338017758729e-06,1.8028927534027e-07
4.12825260068505,5.63562468228334e-07,3.40825055203125e-06,2.20854882998357e-07
4.20331173887932,2.59840108519795e-07,2.90408460659312e-06,9.26303976348509e-08
4.2783708770736,4.56266298991113e-07,3.1811427389981e-06,1.46252342774852e-07
4.35343001526787,4.35719670603614e-07,3.30495537937361e-06,2.32496724252629e-07
4.42848915346214,6.00029035302201e-07,3.49334971987941e-06,2.66849297598887e-07
4.50354829165642,5.39070778140124e-07,3.15570449802297e-06,3.17610484928088e-07
4.57860742985069,5.9932886506857e-07,3.28047617562206e-06,3.53262785673633e-07
4.65366656804496,1.18205313248852e-06,3.43208733708171e-06,3.77421271957749e-07
4.72872570623924,8.52029105954288e-07,2.1105609707315e-06,4.13436158839174e-07
4.80378484443351,4.91480787580652e-07,2.89463257736744e-06,4.1101149633683e-07
4.87884398262779,1.81577105470138e-06,4.11843479527126e-06,3.25063734791482e-07
4.95390312082206,1.7183038433024e-06,1.71734925647418e-06,1.88579375241855e-07
5.02896225901633,1.66954061237809e-07,1.86230332021252e-06,7.8108863459642e-08
5.10402139721061,3.75895236482389e-06,3.00860077336554e-06,4.65425987061105e-08
5.17908053540488,2.61216347029731e-06,3.86450714940739e-06,1.36965571914213e-07
5.25413967359915,1.63083196698622e-06,2.72419586060664e-06,2.07859688151885e-07
5.32919881179343,1.62475383013208e-06,3.46063328439998e-06,1.76542510912784e-07
5.4042579499877,2.21510426472913e-07,2.29565096676168e-06,6.85991743570582e-08
5.47931708818197,7.91824354928783e-08,2.05031397373442e-06,1.54018296828779e-07
5.55437622637625,2.35020660584352e-07,2.26823882989843e-06,2.48091028435451e-07
5.62943536457052,2.12326805193916e-07,2.08985189328107e-06,2.46490099746131e-07
5.70449450276479,1.00611900467748e-07,1.96932432415601e-06,1.80048747377857e-07
5.77955364095907,1.83744471788078e-07,2.11455911231047e-06,1.09723382243622e-07
5.85461277915334,3.21015118992619e-07,1.96881350261348e-06,6.95929813571494e-08
5.92967191734761,2.11583465642387e-07,2.08602774700477e-06,4.83239381349551e-08
6.00473105554189,1.81450052428651e-07,1.96880353940524e-06,2.78292140169443e-08
6.07979019373616,1.83157698705022e-07,1.9324066457031e-06,4.27042404109055e-09
6.15484933193044,3.31520546713834e-07,2.00001839779956e-06,2.61437305384012e-08
6.22990847012471,5.04212859418644e-07,1.93891505102776e-06,4.50044588462491e-08
6.30496760831898,1.68787841278372e-07,2.08038172741753e-06,4.75794884545196e-08
6.38002674651326,5.81390705752026e-07,2.50216362501127e-06,3.51684533911536e-08
6.45508588470753,4.24009440999434e-07,3.69667631805654e-06,1.8304706769855e-08
6.5301450229018,7.45147169211693e-07,3.1535376175681e-06,7.65438413880167e-09
6.60520416109608,1.01685114458145e-06,1.07300422731712e-06,5.10593129778857e-09
6.68026329929035,3.00359004106342e-07,1.09677355639004e-06,1.72619138184132e-08
6.75532243748463,2.10006317509603e-07,1.73142431303733e-06,2.3577489321541e-08
6.8303815756789,4.8267547015178e-07,9.21755199883852e-07,1.4462964786482e-08
6.90544071387317,2.50760818848302e-07,1.56090097100919e-06,6.93769206284566e-09
6.98049985206745,3.09173548937428e-07,1.76373016833575e-06,2.64833583220766e-08
7.05555899026172,5.9980854058566e-07,9.91081484456681e-07,3.09041213868501e-08
7.13061812845599,2.48621488619836e-07,1.38984989950358e-06,1.86652768057023e-08
7.20567726665027,3.82635752705963e-07,1.59837952851201e-06,6.88486865915497e-09
7.28073640484454,9.47884676811257e-07,5.50542568134624e-07,1.36450970522143e-08
7.35579554303881,4.81601358654143e-07,1.60500765013126e-06,1.06255648534644e-08
7.43085468123309,4.21669661986698e-07,1.28561937572002e-06,6.7641200942001e-09
7.50591381942736,8.70150017740649e-07,1.12946179428698e-06,1.15881827031765e-08
7.58097295762163,2.62786683278025e-07,1.53768948870879e-06,1.05801511105729e-08
7.65603209581591,2.54106551726113e-07,1.3059807244778e-06,9.00046493645722e-09
7.73109123401018,4.08154390939005e-07,1.49387084654714e-06,1.03715182034286e-08
7.80615037220446,6.98543769513916e-08,1.40266395034341e-06,8.97440138070769e-09
7.88120951039873,2.2473625774602e-07,1.3242939161346e-06,8.95175734512912e-09
7.956268648593,3.26917481535477e-07,1.45449486695879e-06,9.44950566804995e-09
8.03132778678728,6.82861317302289e-08,1.3831547613581e-06,6.54819483867565e-09
8.10638692498155,2.26102777430404e-07,1.30272744827989e-06,7.07349631194764e-09
8.18144606317582,2.89434463511686e-07,1.37868774074756e-06,8.78791868705052e-09
8.2565052013701,4.26758259689428e-08,1.35765748776396e-06,5.67412132179974e-09
8.33156433956437,1.99281097278761e-07,1.23541513310553e-06,4.7318954227992e-09
8.40662347775864,2.85061420827608e-07,1.30686256752193e-06,8.4273129925685e-09
8.48168261595292,9.11977222393907e-08,1.30958574809519e-06,7.90590902786014e-09
8.55674175414719,2.38639267679804e-07,1.23926565231568e-06,3.93790555127025e-09
8.63180089234146,3.28112005344883e-07,1.33327988732341e-06,2.42975474792247e-09
8.70686003053574,9.27911815497406e-08,1.29225797627975e-06,3.60614574463128e-09
8.78191916873001,1.89602035505152e-07,1.33720577361351e-06,2.82369434281009e-09
8.85697830692429,3.10436071107781e-07,1.14726663039017e-06,1.97475196453416e-09
8.93203744511856,2.19238155969347e-08,1.3196649337944e-06,2.44530131341253e-09
9.00709658331283,4.77115165205423e-07,1.23737987053324e-06,2.38054764403443e-09
9.08215572150711,8.16744398988872e-07,7.12007428577782e-07,1.34480582040822e-09
9.15721485970138,7.59500977261031e-07,8.3794787772757e-07,6.94913726504381e-10
9.23227399789565,4.41150584389955e-07,1.47242284779743e-06,1.59896324938517e-09
9.30733313608993,1.14932678183319e-07,1.32710159587424e-06,1.70737775633467e-09
9.3823922742842,6.3406456027759e-08,1.21199703800142e-06,1.49366236900946e-09
9.45745141247848,6.40764823211219e-08,1.21828907112364e-06,1.90703928784316e-09
9.53251055067275,4.38588775430113e-08,1.23220890194225e-06,1.92053534320441e-09
9.60756968886702,4.48304645555225e-08,1.32650440060099e-06,1.13793294517007e-09
9.6826288270613,1.54616838573392e-07,1.15796341922136e-06,2.76989965035632e-10
9.75768796525557,1.74876714730615e-07,1.02115518837581e-06,4.9574132131383e-10
9.83274710344984,2.39972598088672e-07,8.06384662797683e-07,1.62745875900554e-09
9.90780624164412,2.4486771865435e-07,6.65231922588455e-07,2.53328380360014e-09
9.98286537983839,1.64975922650977e-07,1.05300531963619e-06,2.1565421065513e-09
10.0579245180327,1.28942465586617e-07,8.57817505038824e-07,5.83191921996903e-10
10.1329836562269,1.18218004558817e-07,8.37782065750143e-07,1.63276397434728e-09
10.2080427944212,1.45894422223151e-07,1.03747574096575e-06,2.38187249969738e-09
10.2831019326155,1.07536655560975e-07,7.18732164314278e-07,1.72984093153133e-09
10.3581610708098,1.07625586401104e-07,8.617414959035e-07,1.24347294581741e-09
10.433220209004,3.88384873586312e-07,1.54854801274581e-06,1.499604245153e-09
10.5082793471983,3.19112396275106e-07,1.71285401574615e-06,8.72423874918621e-10
10.5833384853926,1.30547316661964e-07,1.22526205228218e-06,8.62167429353569e-10
10.6583976235869,8.51734817456202e-08,1.03063082205921e-06,1.58593154748681e-09
10.7334567617811,1.35596720740995e-07,1.085582760221e-06,1.18604540493151e-09
10.8085158999754,8.74537149458943e-08,1.02262716435391e-06,1.3110487918827e-10
10.8835750381697,8.5723027548594e-08,9.96930126572669e-07,1.00656824656615e-09
10.9586341763639,9.89465634327356e-08,1.03352720519486e-06,1.03639310396345e-09
11.0336933145582,4.94692162033528e-08,9.74668977322918e-07,3.93639505849443e-10
11.1087524527525,5.44328162516594e-08,9.49476802348837e-07,7.54807449208866e-10
11.1838115909468,9.65370463659798e-08,9.44254333486971e-07,9.82917197143509e-10
11.258870729141,8.83647605331899e-08,9.7040585657519e-07,8.55119270641381e-10
11.3339298673353,6.6160819847341e-08,9.68667463635364e-07,1.11033318248187e-09
11.4089890055296,9.0615952600146e-08,9.37327924480425e-07,1.27605435544824e-09
11.4840481437239,1.2138229424534e-07,9.36545346629056e-07,9.46993565352496e-10
11.5591072819181,1.33247808000539e-08,9.88564716541431e-07,5.20379993349914e-10
11.6341664201124,3.89220324594821e-07,9.25780064113579e-07,7.34303124619305e-10
11.7092255583067,6.19268963520782e-07,7.24599456709373e-07,9.2477969693431e-10
11.784284696501,1.07417584741592e-06,4.24736877371028e-07,7.73929089477043e-10
11.8593438346952,6.24808122002158e-07,1.14735152127116e-06,6.56802856165874e-10
11.9344029728895,7.97334296739054e-08,9.59182633278227e-07,9.50120783492873e-10
12.0094621110838,2.1852069532712e-07,9.07442316149762e-07,1.12241865377811e-09
12.0845212492781,8.58160735335981e-08,1.01325166496323e-06,1.03919995851011e-09
12.1595803874723,9.69164776633143e-08,8.68344687586565e-07,9.31844482301641e-10
12.2346395256666,1.73888335185956e-07,8.88201970781107e-07,8.2211657207465e-10
12.3096986638609,4.38618781870562e-08,9.7280462084477e-07,7.92488420624143e-10
12.3847578020551,8.6110622051594e-08,8.62646791698884e-07,9.55969803896088e-10
12.4598169402494,1.17872556012752e-07,8.66180585669059e-07,9.19299565248705e-10
12.5348760784437,3.72218236042607e-08,9.15205241264435e-07,6.65905114876868e-10
12.609935216638,8.81778924188813e-08,8.42551825723558e-07,7.04339781199961e-10
12.6849943548322,9.49041233233909e-08,8.48663245107623e-07,7.55817334575582e-10
12.7600534930265,5.62294050219439e-08,8.70573052747993e-07,5.4295249146024e-10
12.8351126312208,9.07911464865807e-08,8.2503267844795e-07,5.58546854205018e-10
12.9101717694151,8.07981482906595e-08,8.44393076195558e-07,6.61716932576917e-10
12.9852309076093,7.82029732557553e-08,8.36946091058383e-07,4.81181777364329e-10
13.0602900458036,1.12095004212913e-07,7.85988013317746e-07,4.89546126079623e-10
13.1353491839979,7.94142640919688e-08,8.26567236230675e-07,6.39670254743926e-10
13.2104083221922,6.16516583190699e-08,8.2901111565817e-07,4.23985196260036e-10
13.2854674603864,9.87936430521158e-08,7.76559898756592e-07,2.12107302996836e-10
13.3605265985807,5.99552178151154e-08,8.30168135873463e-07,5.11858476294377e-10
13.435585736775,6.79616430685837e-08,8.11410992091283e-07,5.17616801490601e-10
13.5106448749693,7.96429984172095e-08,7.45300916849031e-07,4.69157739119283e-10
13.5857040131635,5.82950589013716e-08,8.08408076076012e-07,5.7962422842265e-10
13.6607631513578,4.15152353805119e-08,8.13356849864578e-07,4.74374514174421e-10
13.7358222895521,5.67054300452778e-08,7.69780221006771e-07,3.34795777436852e-10
13.8108814277463,2.91734408421216e-08,8.38895098280807e-07,5.11548253277252e-10
13.8859405659406,5.93521989016274e-08,8.1544520520872e-07,5.13789412828234e-10
13.9609997041349,6.42786808954159e-08,7.25821787841294e-07,4.20852459536575e-10
14.0360588423292,4.06827512073351e-08,8.1257321468051e-07,5.08155050734508e-10
14.1111179805234,5.0189921837486e-08,8.03081954403159e-07,4.8716614363952e-10
14.1861771187177,6.73815638794134e-08,7.07985634523529e-07,3.28829925789289e-10
14.261236256912,4.45378317496296e-08,8.7902065937819e-07,2.83117495361882e-10
14.3362953951063,8.31958226132038e-08,9.88962592814014e-07,1.93584926251174e-10
14.4113545333005,9.11378897680051e-08,8.51454831423902e-07,1.12064491257513e-10
14.4864136714948,1.07189861921417e-07,6.80616118267777e-07,4.12591333051e-10
14.5614728096891,7.31507792853315e-08,6.93620316261201e-07,5.96704477857267e-10
14.6365319478834,7.22755484089362e-08,7.09684874048973e-07,6.20662050614441e-10
14.7115910860776,7.58460728594563e-08,7.10446750053194e-07,5.40327935740521e-10
14.7866502242719,7.955739566508e-08,6.92403830875958e-07,4.13064442138324e-10
14.8617093624662,7.08409532379432e-08,6.71160896029985e-07,3.23628424048453e-10
14.9367685006604,6.44555253931282e-08,7.00145656453103e-07,3.16859514979717e-10
15.0118276388547,5.35727714636757e-08,7.09948313719015e-07,3.20995478740912e-10
15.086886777049,2.30451421943116e-08,7.54601557772804e-07,3.51282290682501e-10
15.1619459152433,3.55597895840724e-08,7.85515028212496e-07,4.03066835642557e-10
15.2370050534375,5.88295891659529e-08,6.91897588832543e-07,4.43009235421597e-10
15.3120641916318,2.58191723702863e-08,6.9321699969284e-07,4.98944995336135e-10
15.3871233298261,4.54374560011105e-08,7.79367602531714e-07,4.90295493630284e-10
15.4621824680204,2.55118161283548e-08,6.72873184937122e-07,3.07225731455527e-10
15.5372416062146,1.00209032370233e-07,7.0366376328229e-07,7.51819170481402e-11
15.6123007444089,1.97038816561554e-07,1.03412037071699e-06,3.68518667472483e-10
15.6873598826032,2.23910686226479e-07,1.05116180219544e-06,5.88185380424522e-10
15.7624190207975,1.60779303057192e-07,7.31170017228899e-07,6.64841200782253e-10
15.8374781589917,6.63659585804784e-08,5.8084692300917e-07,5.89769860538904e-10
15.912537297186,6.44500810259958e-08,6.83220700218928e-07,3.90713661742269e-10
15.9875964353803,5.33535510565707e-08,6.35805796819274e-07,2.04364680000335e-10
16.0626555735746,4.98130384928819e-08,6.58268614611797e-07,2.0186455265531e-10
16.1377147117688,5.51704271768888e-08,6.67820857439868e-07,2.37334551280116e-10
16.2127738499631,4.41928605223031e-08,6.25004546977997e-07,2.6955511440685e-10
16.2878329881574,4.06754685516461e-08,6.5074459007964e-07,2.80263322034886e-10
16.3628921263516,5.1992765867728e-08,6.84612715247075e-07,2.41196040232139e-10
16.4379512645459,5.55426456643431e-08,6.94090476209803e-07,2.4079665122345e-10
16.5130104027402,5.42435803797451e-08,6.69734590723669e-07,2.65408738344206e-10
16.5880695409345,4.11795067466957e-08,6.41576867216599e-07,2.12620120824983e-10
16.6631286791287,4.89765662319309e-08,6.91824640146404e-07,1.46250599337984e-10
16.738187817323,5.98350583215185e-08,6.78609102272705e-07,1.72215303456335e-10
16.8132469555173,4.34139497018265e-08,6.26506017643759e-07,1.71943648496235e-10
16.8883060937116,8.39027065584584e-08,8.16062434611977e-07,1.83934737470962e-10
16.9633652319058,1.06857224761902e-07,8.82810886176505e-07,2.37191260369956e-10
17.0384243701001,9.96728477882981e-08,7.59281788838663e-07,2.14869909536885e-10
17.1134835082944,5.24060355622443e-08,5.6008256411006e-07,1.60023417030744e-10
17.1885426464887,5.46214388175366e-08,6.37905506691225e-07,2.114994638361e-10
17.2636017846829,6.27935443822069e-08,6.32125689751362e-07,2.39993395707494e-10
17.3386609228772,4.98187074084999e-08,6.03166898796764e-07,2.07556835602767e-10
17.4137200610715,5.56569022689989e-08,6.46319294703536e-07,1.9766834555105e-10
17.4887791992658,5.89607748441417e-08,6.28894137369091e-07,2.01103330968843e-10
17.56383833746,4.65329585178859e-08,5.9808184178693e-07,1.88506532463375e-10
17.6388974756543,5.24859587733813e-08,6.35305137397299e-07,1.73623909059104e-10
17.7139566138486,5.93019998522904e-08,6.3283901947682e-07,1.37118289036458e-10
17.7890157520428,4.74814368777047e-08,6.02495333857063e-07,1.08898318476906e-10
17.8640748902371,5.17816603352781e-08,6.29173132677425e-07,1.22898417968918e-10
17.9391340284314,5.53333225249288e-08,6.1888361592731e-07,1.0714550755635e-10
18.0141931666257,4.8886244778944e-08,6.08085799199555e-07,7.65833003955054e-11
18.0892523048199,5.63178032096873e-08,6.24567038040032e-07,1.10249260324121e-10
18.1643114430142,5.30379684475507e-08,6.02359970538668e-07,1.50757527965341e-10
18.2393705812085,5.4915156011815e-08,6.12240605798067e-07,1.7500032516531e-10
18.3144297194028,6.65148184908419e-08,6.44948164338956e-07,1.82363158603056e-10
18.389488857597,5.50645136159443e-08,6.03078839571754e-07,1.6553456615272e-10
18.4645479957913,5.56285068608004e-08,6.03379528158898e-07,1.50382071017835e-10
18.5396071339856,6.8660186365597e-08,6.27070603526316e-07,1.56499880455491e-10
18.6146662721799,5.1656694391229e-08,5.86824186818002e-07,1.57369008067982e-10
18.6897254103741,5.95977854224313e-08,6.02310103644472e-07,1.58412060360141e-10
18.7647845485684,7.01422109268973e-08,6.38697413879733e-07,1.61385717878798e-10
18.8398436867627,5.37503033225105e-08,5.91939017275876e-07,1.38954272488815e-10
18.914902824957,5.7311209555435e-08,5.9714830087347e-07,1.21977947764533e-10
18.9899619631512,6.43329133027463e-08,6.05026977810236e-07,1.40593425855772e-10
19.0650211013455,3.7652181819603e-08,5.5065516703633e-07,1.40561104137972e-10
19.1400802395398,5.37303008108877e-08,5.7843591824648e-07,1.19294675772056e-10
19.215139377734,6.21412326487752e-08,6.13661491024458e-07,1.13188645252035e-10
19.2901985159283,3.98786209973721e-08,5.5627854463435e-07,1.42503398719925e-10
19.3652576541226,5.20141776444335e-08,5.78071011933645e-07,2.02835781339813e-10
19.4403167923169,6.65499694142333e-08,6.25640833778262e-07,2.40841009783522e-10
19.5153759305111,3.22740488020652e-08,5.09392765267382e-07,2.24521802006095e-10
19.5904350687054,2.4797405249406e-08,4.43565560131093e-07,1.83161458951161e-10
19.6654942068997,5.85114346862789e-08,5.37840141768129e-07,1.540158179794e-10
19.740553345094,6.2043102123974e-08,5.87113031625465e-07,1.29889757582334e-10
19.8156124832882,5.48691911025109e-08,5.76431584429587e-07,1.24444046649148e-10
19.8906716214825,5.27200368013167e-08,5.6838678267327e-07,1.36437930525332e-10
19.9657307596768,5.187388707733e-08,5.60251594200761e-07,1.20707593959382e-10
20.0407898978711,5.67344403249379e-08,5.7772204774866e-07,9.436855237919e-11
20.1158490360653,5.55915059553499e-08,5.83562345733129e-07,1.13003539528106e-10
20.1909081742596,4.83058986341965e-08,5.68628808547636e-07,1.25610561609021e-10
20.2659673124539,4.64072155001446e-08,5.69220850460483e-07,1.05134758841615e-10
20.3410264506482,3.92994300168626e-08,5.34434744274336e-07,9.96612492778611e-11
20.4160855888424,3.9983883144985e-08,5.21931715570503e-07,1.20061255414137e-10
20.4911447270367,5.23288151140208e-08,5.7110826674638e-07,1.31797150148084e-10
20.566203865231,4.21717831152895e-08,5.51750293901306e-07,1.38057469239517e-10
20.6412630034252,3.5134531769069e-08,5.14512690737339e-07,1.43615538023102e-10
20.7163221416195,5.1542863164775e-08,5.85316593010373e-07,1.46305659576288e-10
20.7913812798138,4.56233803149486e-08,5.55759855429024e-07,1.37523686324457e-10
20.8664404180081,1.24679552388021e-08,3.85554865853062e-07,1.06070777544145e-10
20.9414995562023,5.23832531948112e-08,4.10119316008032e-07,8.02716120399569e-11
21.0165586943966,6.34713730615048e-08,5.44350097624501e-07,9.15649081112253e-11
21.0916178325909,4.96276080947902e-08,5.39526935943872e-07,9.3407655881555e-11
21.1666769707852,4.57171432195853e-08,5.21704230649852e-07,8.01331442702744e-11
21.2417361089794,4.80822926103352e-08,5.35594613468068e-07,7.44503199949026e-11
21.3167952471737,4.44523303747404e-08,5.22782026400866e-07,6.4832849818655e-11
21.391854385368,4.76021256859779e-08,5.29320057675954e-07,5.0754250615083e-11
21.4669135235623,4.9773623372245e-08,5.4220388122033e-07,4.5072790172524e-11
21.5419726617565,4.01127832789328e-08,5.23322248386744e-07,3.7638851542552e-11
21.6170317999508,3.72213306134593e-08,5.03853718701505e-07,4.59963356233217e-11
21.6920909381451,3.71633478372382e-08,4.9260594842892e-07,6.27203765573057e-11
21.7671500763393,4.23563558784213e-08,5.05927427497107e-07,5.37968946088196e-11
21.8422092145336,4.09138889235185e-08,5.14129833397124e-07,2.84579508731593e-11
21.9172683527279,3.226639867874e-08,4.85912722448969e-07,5.40157322826695e-11
21.9923274909222,4.13387940004952e-08,5.00007071721252e-07,7.56010758343006e-11
22.0673866291164,3.65528690374786e-08,5.18467011646841e-07,6.43316003997115e-11
22.1424457673107,1.43809081781533e-08,4.41333958690432e-07,5.47765589495914e-11
22.217504905505,3.44129992791462e-08,3.98091798018604e-07,7.59568140755575e-11
22.2925640436993,5.42677071487731e-08,4.78760155115836e-07,8.63941519737532e-11
22.3676231818935,4.56251539082378e-08,5.02911416342681e-07,7.46177317380484e-11
22.4426823200878,3.83166337492683e-08,4.77381288303559e-07,5.22547874830903e-11
22.5177414582821,4.42539765912691e-08,4.91127254824115e-07,3.42221859160875e-11
22.5928005964764,3.82990616042853e-08,4.87378026121438e-07,3.66920233316157e-11
22.6678597346706,3.76183905486656e-08,4.70625478088441e-07,5.10501083767492e-11
22.7429188728649,4.33867597739752e-08,4.87107372828528e-07,6.36091075928402e-11
22.8179780110592,3.77882397124392e-08,4.84210364026222e-07,6.67812332824777e-11
22.8930371492534,3.45963662118647e-08,4.68427746387574e-07,6.08243955332039e-11
22.9680962874477,3.97501732824849e-08,4.7532551871026e-07,5.85402808299375e-11
23.043155425642,3.6889803398255e-08,4.73903539242748e-07,6.25515790059846e-11
23.1182145638363,3.6838450110395e-08,4.66873947278131e-07,6.81076977598584e-11
23.1932737020305,3.80660361276634e-08,4.7139752496236e-07,7.39056859582384e-11
23.2683328402248,3.52400151220558e-08,4.6578132715209e-07,6.77612231065698e-11
23.3433919784191,3.71500268813136e-08,4.64361701805188e-07,4.8761190268748e-11
23.4184511166134,3.55037189792249e-08,4.68135136971435e-07,4.61953013159683e-11
23.4935102548076,3.22215421696968e-08,4.55265108659596e-07,5.31228464823573e-11
23.5685693930019,3.80406908213782e-08,4.54603505584553e-07,3.92263623088836e-11
23.6436285311962,3.7863686381052e-08,4.62823461417206e-07,3.27265103719826e-11
23.7186876693905,3.40405530837364e-08,4.53635366862737e-07,5.9286747498411e-11
23.7937468075847,3.86059275279863e-08,4.547406143531e-07,6.79993266333446e-11
23.868805945779,3.68588530698332e-08,4.60157658299834e-07,5.89774003536391e-11
23.9438650839733,3.35010852747914e-08,4.48238176791511e-07,6.43765477935912e-11
24.0189242221676,3.86511843079417e-08,4.47066523387971e-07,7.15264428711322e-11
24.0939833603618,3.80084836444965e-08,4.52654822676429e-07,5.99725431051727e-11
24.1690424985561,3.61490337700569e-08,4.46131618642129e-07,5.50027950048125e-11
24.2441016367504,4.29230647589991e-08,4.48813829474385e-07,6.66867496155718e-11
24.3191607749446,3.77151733678595e-08,4.56620338428847e-07,6.82142436230615e-11
24.3942199131389,3.49487832124724e-08,4.43846836338802e-07,6.40867183440868e-11
24.4692790513332,4.07941337700597e-08,4.40636384318671e-07,6.53819738755865e-11
24.5443381895275,3.7493096181988e-08,4.50892625805404e-07,6.20044589933116e-11
24.6193973277217,3.41728654884939e-08,4.37483339878931e-07,5.07806532862943e-11
24.694456465916,4.68279173618471e-08,4.33839948593325e-07,4.34372188725014e-11
24.7695156041103,4.50288968939049e-08,4.58552767958578e-07,4.37531772168183e-11
24.8445747423046,3.59079613902008e-08,4.58861069324879e-07,4.16462339792468e-11
24.9196338804988,2.93129168901508e-08,4.45709807724253e-07,3.6192285073615e-11
24.9946930186931,3.39696862387515e-08,4.364918259238e-07,3.56827592251258e-11
25.0697521568874,3.39640570911717e-08,4.35558517907958e-07,3.63143868883231e-11
25.1448112950817,3.51030408131456e-08,4.35414276023954e-07,3.11077652592511e-11
25.2198704332759,3.41132818859408e-08,4.34809718753633e-07,2.97906498199427e-11
25.2949295714702,3.37055550610081e-08,4.29919427994824e-07,3.48549149486779e-11
25.3699887096645,3.72121170194454e-08,4.26240716150227e-07,3.24254123193066e-11
25.4450478478588,3.68001135544519e-08,4.25253798913021e-07,3.08491407637538e-11
25.520106986053,3.71593556214471e-08,4.24810623894349e-07,4.10262064694337e-11
25.5951661242473,4.03948151316845e-08,4.29455090937537e-07,4.31424766151616e-11
25.6702252624416,3.39676999715118e-08,4.30729288191526e-07,3.64530983041288e-11
