f,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6
0,6.22882586505127e-09,2.15304116696524e-08,6.04691772145176e-08,7.64248194542551e-07,6.04388099822036e-07,1.29115901497764e-06
0.0750591381942736,0.00129098902370807,0.00180342329705807,0.00181975894486876,0.00173715106827842,0.00172651302054946,0.00128462031991686
0.150118276388547,0.0035312775792236,0.00474985616342287,0.00429283130837614,0.00403584298534838,0.00458475715918069,0.00358530423822049
0.225177414582821,0.00448698796165527,0.00494032685792437,0.00279706827087181,0.00248282186893121,0.00498855326996109,0.00463275823786242
0.300236552777094,0.00713844520263247,0.00612970906918621,0.00627618877749826,0.00615931963900834,0.00612357335590638,0.00692171489694248
0.375295690971368,0.0121417606498576,0.0112095627235515,0.0118693590572377,0.0112478338137036,0.0101823661651424,0.0115604995356344
0.450354829165642,0.0137612926074264,0.0123222474851607,0.00933198437949137,0.00806856008766492,0.0105616112652478,0.013193019334119
0.525413967359915,0.00913486982398948,0.00850984621895751,0.00540168629426407,0.00393092243936835,0.00780007323136552,0.00895795361831458
0.600473105554189,0.00107588748322857,0.00514129166937325,0.0139421858646341,0.0132239670435371,0.00700602760487958,0.00117416442960713
0.675532243748462,0.00814770456575047,0.00217536634901232,0.0138849641099373,0.0135494107315584,0.00357522779095866,0.0064709527250954
0.750591381942736,0.0116810714487578,0.00380764720010833,0.00756583446943994,0.00718801267926638,0.00423806742146724,0.00960254400878423
0.82565052013701,0.00965236458963977,0.00795631236189641,0.00742831216456564,0.00514946433139025,0.00798767219986812,0.00965891202739302
0.900709658331283,0.00614017390201722,0.00962810119471762,0.00147929860583484,0.008083861595397,0.00566041796972538,0.00845243824549663
0.975768796525557,0.0079057460819387,0.00936507695431851,0.0060531600967734,0.0122556257616864,0.00928561499249516,0.00874312578364832
1.05082793471983,0.0111262924424109,0.0101013796016826,0.00966468973697815,0.010438015069914,0.00975585983559212,0.00827407394485526
1.1258870729141,0.0113912493650504,0.0129737620606558,0.00996056694737909,0.00933490516658087,0.00687361489483626,0.00507700778104672
1.20094621110838,0.00809237133932317,0.0101195201212195,0.00581095579930319,0.00428849350950753,0.0016543279871316,0.00220886601088919
1.27600534930265,0.00324558893990941,0.00465755330141579,0.00247805773460918,0.00393566043857858,0.00476547280394206,0.00344744134338533
1.35106448749692,0.0041096061345213,0.00511071941776826,0.00538877071537413,0.00866852792644213,0.00758135875374129,0.00497571844737046
1.4261236256912,0.00700645438829477,0.00637851361408333,0.0061473448973051,0.00909677810902333,0.00739935457597503,0.00686896080708036
1.50118276388547,0.00760132397132201,0.00765630188195413,0.00823906289166372,0.0100510148445752,0.00763643783764737,0.00779919533183013
1.57624190207975,0.00594590812165167,0.00726097109507413,0.00800411020592992,0.0089075894889539,0.00676918329133181,0.00617490623947039
1.65130104027402,0.00303045544362043,0.00391844126515881,0.00308122973106547,0.00315992418293908,0.00361895652010873,0.00276576812355602
1.72636017846829,0.000478698517246142,0.00260431061927979,0.00284441766097155,0.00314701021314334,0.00273213821963501,0.000569904819521482
1.80141931666257,0.000626551119114373,0.00338668537050866,0.0049444060775623,0.00493902918668286,0.00266731853572977,0.00167673366254629
1.87647845485684,0.000245258018015076,0.00151087831457286,0.00260514734158505,0.00193729531186283,0.000580280781818614,0.00131963378667294
1.95153759305111,0.000571006820808451,0.000991755624311969,0.00110954426114442,0.00195642520000561,0.0021088771043663,0.000542576921843947
2.02659673124539,0.000918217216275144,0.0015856627970335,0.00196365079951428,0.00282183608132313,0.00209116716826596,0.000274976044432938
2.10165586943966,0.000743348679509225,0.000267916787260846,0.000334559438282861,0.000809448612409115,0.000242542284360805,0.000217066853938793
2.17671500763393,0.000297064012816638,0.00120993718131104,0.00144934725066822,0.00130412783831651,0.00140996960009157,0.000158674047320003
2.25177414582821,0.000422835175580258,0.00144659998174752,0.0015988403270512,0.00156129379625798,0.00163067443314463,0.000471100505774079
2.32683328402248,0.00085661738148294,0.00119245496060156,0.00105481625876955,0.00114580080345378,0.00119562582793371,0.0011859895503753
2.40189242221676,0.000984517013970775,0.00153791687688948,0.00142039436580375,0.00159676092610901,0.00140587621357529,0.0017150515767747
2.47695156041103,0.000911490728874761,0.00154794487676633,0.00134437837166348,0.0014091799323065,0.00133191469286872,0.00131914157085832
2.5520106986053,0.000691142137867626,0.00102564497228471,0.000836129669165853,0.000693894694653208,0.000626488510746498,0.000100071983822033
2.62706983679958,0.000285759518034661,0.000432257830502446,0.000360357350228015,0.000533824666504569,0.000846292146014314,0.00121853206096279
2.70212897499385,0.00141396091224709,0.00157006177700347,0.00109852106292221,0.000933906685342445,0.00101125945742067,0.000880341849477168
2.77718811318812,0.00256775315307061,0.00287643068903286,0.00242108832788644,0.00173284514492423,0.00156914010202395,0.000847843870541133
2.8522472513824,0.00190336371016566,0.00253904450149069,0.00266693145674119,0.00232551096315724,0.00221699859529303,0.00192434930952409
2.92730638957667,0.00192011763419135,0.00114196337922657,0.000674454680894506,0.00073617771749722,0.000369068946928792,0.000168004579460551
3.00236552777094,0.00797161575208402,0.00717914131716943,0.00685404667269872,0.00546342595867675,0.0051505427742913,0.00503111172435389
3.07742466596522,0.0134685013515367,0.0128863687087016,0.0135192770192977,0.0116147129604903,0.01083975139536,0.0107770410726912
3.15248380415949,0.0152716009874437,0.0146308073816989,0.0160235322454668,0.0142152014570295,0.0131557897750227,0.013648117199137
3.22754294235377,0.0123751597899801,0.0113224676325347,0.0125694662428134,0.0112783213810607,0.0105151992902558,0.0118540702670291
3.30260208054804,0.006623738160388,0.00530928738220338,0.00569044405851406,0.00497686074381476,0.00497407213623831,0.00665157072772373
3.37766121874231,0.00121673185064836,0.000411117946759349,0.000591694470353865,0.000405890636729983,0.000648022068748385,0.00116887507232722
3.45272035693659,0.00161376628315393,0.00152958652966711,0.00211396055523827,0.00213199110991412,0.00159548371257428,0.00202686670229487
3.52777949513086,0.00179095973243664,0.000973165941507707,0.00109554702794827,0.00103415940968625,0.000890550411872391,0.00236619371958654
3.60283863332513,0.000786118951442156,0.000223316895327868,0.000539483893622833,0.000405792040709827,0.000680543601012627,0.00100959803881548
3.67789777151941,0.000353637411318131,0.000260805852539893,0.000687839920830269,0.000596688127681536,0.000872996198836666,0.000581504194910708
3.75295690971368,0.000531204173558394,0.000738715162965018,0.000438294730962224,0.000353090751228776,0.000574063613103455,0.00151839479338353
3.82801604790795,0.000651754463694954,0.00090043318200589,0.000570643858781424,0.00044726721263372,0.000493164926765466,0.00167126549956823
3.90307518610223,0.000568504725995911,0.000598285855813289,0.000637819745905432,0.000663597067013306,0.000727681260385946,0.00119810788325801
3.9781343242965,0.00019347136550252,0.000600654076457662,0.000705948775400386,0.000880234364582328,0.00072643805818192,0.000424442831165125
4.05319346249077,0.000169210905032163,0.000576963862524215,0.000359996786247764,0.000365801194155944,0.000180254903445804,0.000282650202416066
4.12825260068505,0.000267740582998982,0.00049477503538353,0.000499273977285859,0.000614195312559501,0.000573042710886714,0.000637311662635372
4.20331173887932,0.000252300455607088,0.000620884242293105,0.00075639029454999,0.00105977490081292,0.000942001283826662,0.000668595445815919
4.2783708770736,0.000415474326737016,0.000582581207723808,0.000586203118559372,0.000828672521776339,0.000829654908563793,0.000560055156863449
4.35343001526787,0.000572522983063619,0.000380654928649319,0.000319146923216552,0.00040158241915908,0.000571714483820736,0.000481148386144713
4.42848915346214,0.000440081123419302,0.000242859789297958,0.000205123567041364,0.000214316514032037,0.000388599920784022,0.000361654591749168
4.50354829165642,0.000112963633835297,0.000204345356413603,0.000127837319459092,0.00013015938213759,0.000196713743934347,0.000244884652425928
4.57860742985069,0.000572831612893133,0.000314218124296753,0.000402345742301322,0.00016185843373954,0.000343433607772826,0.00042746920774851
4.65366656804496,0.000571624988514329,0.000502982454091205,0.000622541316490624,0.000500270542000889,0.000528805672395707,0.000332159350151705
4.72872570623924,4.94911853081708e-05,0.000367235709488649,0.000307251880441738,0.000424177587990534,0.000260877704141567,0.000180671761290461
