f,amplitude_1,amplitude_2
0,8.47338070212022e-07,9.20495171015536e-08
0.105354091561842,0.00262065543384128,0.00269255667365728
0.210708183123684,0.00224918965148027,0.0022757359411636
0.316062274685526,0.00117564746721403,0.00127474612736709
0.421416366247368,0.00415715766809013,0.00425052838735717
0.526770457809209,0.00410912030286878,0.0041492371952352
0.632124549371051,0.00125977333487973,0.00199883935502475
0.737478640932893,0.00191915095172729,0.00279185234621657
0.842832732494735,0.00164881602910835,0.00260039028547815
0.948186824056577,0.000264994977516409,0.0012919863146295
1.05354091561842,0.000905783612398656,0.0011320520399546
1.15889500718026,0.0015108402929094,0.00176877939667094
1.2642490987421,0.00122652410385554,0.00139040316366586
1.36960319030394,0.000596542282682028,0.000616641997269699
1.47495728186579,0.000492532829853717,0.000655907290715466
1.58031137342763,0.00077430765503038,0.000810635283363474
1.68566546498947,0.000736329776269317,0.00064192940236008
1.79101955655131,0.00043704663265398,0.000295336780988843
1.89637364811315,0.000202335782945039,0.000138410821456003
2.001727739675,0.000163782560928768,0.000287190226985307
2.10708183123684,0.000114830560854231,0.000220282788032106
2.21243592279868,5.45724291780444e-05,5.9473009569233e-05
2.31779001436052,1.8083794572459e-05,4.88899019813473e-05
2.42314410592236,1.47130643182853e-05,5.48089424109444e-05
2.5284981974842,8.0060619436811e-06,4.57282942749103e-05
2.63385228904605,4.6061891648456e-05,8.39295700537859e-05
2.73920638060789,9.69907223454634e-05,0.000140675914114801
2.84456047216973,9.90250839847809e-05,0.000125934626438842
2.94991456373157,4.81234301543931e-05,4.68047789620815e-05
3.05526865529341,0.000102966938856375,0.000111461520125158
3.16062274685526,0.000139712309246553,0.000140046836357016
3.2659768384171,6.90388400166508e-05,7.95439417682611e-05
3.37133092997894,5.70214070048236e-05,8.60500946763934e-05
3.47668502154078,0.000122086573695528,0.000118348055744773
3.58203911310262,9.08181439075682e-05,9.83613997455339e-05
3.68739320466447,2.1047291046211e-05,4.4464055789721e-05
3.79274729622631,1.71255210130951e-05,1.27710143343261e-05
3.89810138778815,1.22972202825242e-05,2.76477288104585e-05
4.00345547934999,8.72571936618028e-06,2.81403520584317e-06
4.10880957091183,5.00572627395486e-06,1.69309969636695e-05
4.21416366247368,5.6153272806121e-06,7.14133973941564e-06
4.31951775403552,4.90688319773671e-06,1.31032458973701e-05
4.42487184559736,7.39219682476215e-06,1.54695737620648e-05
4.5302259371592,1.95978108058544e-05,3.13841232920337e-05
4.63558002872104,2.29401995863506e-05,2.76075436829226e-05
4.74093412028288,1.199477846395e-05,5.20204505041354e-06
4.84628821184473,3.02924940674849e-06,7.12201300264739e-06
4.95164230340657,8.72709407570852e-06,2.66218084534615e-06
5.05699639496841,7.12970259684977e-06,1.10948756877695e-05
5.16235048653025,3.86804225596997e-06,6.78880518627053e-06
5.26770457809209,4.47677720955018e-06,7.17778924711132e-06
5.37305866965394,1.39589645238443e-05,1.4418978314409e-05
5.47841276121578,1.72890672132582e-05,1.54113952575761e-05
5.58376685277762,1.29939987501701e-05,1.2706996587416e-05
5.68912094433946,5.40307506839944e-06,7.3620081301483e-06
5.7944750359013,2.1251466101854e-06,4.13097357390233e-06
5.89982912746315,2.67078592883081e-06,4.2360444672723e-06
