f,amplitude
38.1806108897742,2.69419405634006e-07
38.7339530765826,5.85755193796171e-07
39.2872952633909,1.07911601844813e-07
39.8406374501992,1.07630239648889e-07
40.3939796370075,1.22437254201548e-07
40.9473218238158,1.02698193080878e-07
41.5006640106242,1.21994100671442e-07
42.0540061974325,1.06078542479792e-07
42.6073483842408,1.1888281480939e-07
43.1606905710491,1.0611163905728e-07
43.7140327578575,1.14910378020704e-07
44.2673749446658,1.04808522591605e-07
44.8207171314741,1.10851667600204e-07
45.3740593182824,1.02605165377119e-07
45.9274015050907,1.06791203548044e-07
46.4807436918991,1.00045033973865e-07
47.0340858787074,1.02926248598934e-07
47.5874280655157,9.72273124762471e-08
48.140770252324,9.9188807623017e-08
48.6941124391324,9.44080476357335e-08
49.2474546259407,9.56878764373581e-08
49.800796812749,9.1549655643714e-08
50.3541389995573,9.23331599633116e-08
50.9074811863656,8.88010708511017e-08
51.460823373174,8.92033062502797e-08
52.0141655599823,8.60923702261415e-08
52.5675077467906,8.62114318829023e-08
53.1208499335989,8.35244216930669e-08
53.6741921204073,8.34199111683075e-08
54.2275343072156,8.10247046835053e-08
54.7808764940239,8.07554240539943e-08
55.3342186808322,7.86693532524319e-08
55.8875608676405,7.82733871261673e-08
56.4409030544489,7.63881727563813e-08
56.9942452412572,7.58706803203991e-08
57.5475874280655,7.4236732721126e-08
58.1009296148738,7.3652594524847e-08
58.6542718016822,7.21636155665585e-08
59.2076139884905,7.14931551452378e-08
59.7609561752988,7.02041180728975e-08
60.3142983621071,6.94830864070309e-08
60.8676405489154,6.83188533933444e-08
61.4209827357238,6.75699030924119e-08
61.9743249225321,6.65437079763262e-08
62.5276671093404,6.57418113499165e-08
63.0810092961487,6.48244005738922e-08
63.6343514829571,6.39996471797722e-08
64.1876936697654,6.32023360632681e-08
64.7410358565737,6.23405481351708e-08
65.294378043382,6.1629754766859e-08
65.8477202301903,6.0726608546078e-08
66.4010624169987,6.01326344513512e-08
66.954404603807,5.91940296437496e-08
67.5077467906153,5.86784596095483e-08
68.0610889774236,5.76927611909462e-08
68.614431164232,5.72827632251528e-08
69.1677733510403,5.62423466415116e-08
69.7211155378486,5.59106039915422e-08
70.2744577246569,5.4794846521195e-08
70.8277999114652,5.45670111042304e-08
71.3811420982736,5.33520929106795e-08
71.9344842850819,5.3207614778542e-08
72.4878264718902,5.18427361597966e-08
73.0411686586985,5.17940164064686e-08
73.5945108455069,5.02033057918591e-08
74.1478530323152,5.02002655940786e-08
74.7011952191235,4.82187137311618e-08
75.2545374059318,4.81166450847674e-08
75.8078795927402,4.53879637725833e-08
76.3612217795485,4.39802466613246e-08
76.9145639663568,4.14240527874771e-08
77.4679061531651,1.79526522224947e-08
78.0212483399734,7.93807955311977e-08
78.5745905267818,5.4652918331833e-08
79.1279327135901,5.71542752737973e-08
79.6812749003984,5.1102388217788e-08
80.2346170872067,5.25039830866666e-08
80.7879592740151,4.92748144304884e-08
81.3413014608234,5.0206725152996e-08
81.8946436476317,4.79916806625885e-08
82.44798583444,4.86666755764243e-08
83.0013280212483,4.6941991168948e-08
83.5546702080567,4.74580241926275e-08
84.108012394865,4.60381798457855e-08
84.6613545816733,4.64515787224245e-08
85.2146967684816,4.52198232236314e-08
85.76803895529,4.55627027499876e-08
86.3213811420983,4.44723133786817e-08
86.8747233289066,4.47693349675415e-08
87.4280655157149,4.37738138270949e-08
87.9814077025232,4.40389833423054e-08
88.5347498893316,4.3123238758899e-08
89.0880920761399,4.33716385189734e-08
89.6414342629482,4.25077045964848e-08
90.1947764497565,4.2747910769715e-08
90.7481186365649,4.19298917168857e-08
91.3014608233732,4.2174199766745e-08
91.8548030101815,4.13804448694197e-08
92.4081451969898,4.1636449877637e-08
92.9614873837981,4.08633197211738e-08
93.5148295706065,4.11475856892447e-08
94.0681717574148,4.03731007713645e-08
94.6215139442231,4.06989179566134e-08
95.1748561310314,3.99148502077716e-08
95.7281983178398,4.03113160151681e-08
96.2815405046481,3.94881377795299e-08
96.8348826914564,3.99971129166061e-08
97.3882248782647,3.91095263951133e-08
97.941567065073,3.98269712495884e-08
98.4949092518814,3.88218253799057e-08
99.0482514386897,3.99892761131838e-08
99.601593625498,3.89280574540986e-08
100.154935812306,4.0715246522708e-08
100.708277999115,3.99444317995209e-08
101.261620185923,3.38116499334316e-08
101.814962372731,3.72419138337584e-08
102.36830455954,3.5658035973857e-08
102.921646746348,3.68810793113723e-08
103.474988933156,3.59158349469248e-08
104.028331119965,3.65753630470134e-08
104.581673306773,3.58515120729514e-08
105.135015493581,3.62775945368557e-08
105.68835768039,3.56743430549957e-08
106.241699867198,3.59896416375557e-08
106.795042054006,3.54529874849122e-08
107.348384240815,3.57100797076934e-08
107.901726427623,3.52007121717601e-08
108.455068614431,3.54408180656754e-08
109.008410801239,3.49256276912872e-08
109.561752988048,3.5177023751861e-08
110.115095174856,3.45992292293223e-08
110.668437361664,3.49074061622565e-08
111.221779548473,3.41394495143086e-08
111.775121735281,3.44960307482298e-08
112.328463922089,3.46887074155835e-08
112.881806108898,3.42390528605232e-08
113.435148295706,3.5186756728181e-08
113.988490482514,3.42707384189189e-08
114.541832669323,3.45980023925728e-08
115.095174856131,3.40947308128466e-08
115.648517042939,3.42941167855938e-08
116.201859229748,3.39133331407343e-08
116.755201416556,3.40896692767382e-08
117.308543603364,3.3744748713783e-08
117.861885790173,3.39888513879779e-08
118.415227976981,3.36327615053039e-08
118.968570163789,3.35125515419012e-08
119.521912350598,3.34951192915912e-08
120.075254537406,3.30155819159662e-08
120.628596724214,3.32691231055803e-08
121.181938911023,3.29896535216856e-08
121.735281097831,3.31138822797996e-08
122.288623284639,3.28289309224063e-08
122.841965471448,3.29156148497479e-08
123.395307658256,3.31620927526285e-08
123.948649845064,3.28712792689832e-08
124.501992031873,3.29713241484318e-08
125.055334218681,3.27759382797446e-08
125.608676405489,3.28035155015599e-08
126.162018592297,3.26828051917026e-08
126.715360779106,3.25146214777971e-08
127.268702965914,3.25675154031868e-08
127.822045152722,3.25597331451166e-08
128.375387339531,3.24867002187382e-08
128.928729526339,3.24948529234375e-08
129.482071713147,3.24182598484772e-08
130.035413899956,3.2351549745196e-08
130.588756086764,3.23486190501086e-08
131.142098273572,3.23198144072372e-08
131.695440460381,3.229067482279e-08
132.248782647189,3.22738739543122e-08
132.802124833997,3.22427187828578e-08
133.355467020806,3.22230475244106e-08
133.908809207614,3.22027232529529e-08
134.462151394422,3.21841574031749e-08
135.015493581231,3.2169175727654e-08
135.568835768039,3.21563043670459e-08
136.122177954847,3.21443280085523e-08
136.675520141656,3.21344564740832e-08
137.228862328464,3.21279360278247e-08
137.782204515272,3.21234144936589e-08
138.335546702081,3.21192865277536e-08
138.888888888889,1.60592140392541e-08
