f,amplitude
0,0.000582283932303746
0.553342186808322,0.00105202244072026
1.10668437361664,0.000714489619356008
1.66002656042497,0.000241474271339585
2.21336874723329,0.000205468505329383
2.76671093404161,0.000348722832543854
3.32005312084993,7.93621030540588e-05
3.87339530765826,5.63330378546797e-05
4.42673749446658,5.32339797717216e-05
4.9800796812749,1.88177860270382e-05
5.53342186808322,2.06276270154149e-05
6.08676405489155,1.63956447039366e-05
6.64010624169987,9.85685348511201e-06
7.19344842850819,9.05237459279939e-06
7.74679061531651,7.72568137991432e-06
8.30013280212483,7.0554966656824e-06
8.85347498893316,6.32705996480842e-06
9.40681717574148,5.83532948918966e-06
9.9601593625498,5.36753346433478e-06
10.5135015493581,5.00170786960404e-06
11.0668437361664,4.66906286759276e-06
11.6201859229748,4.38893119246707e-06
12.1735281097831,4.13795073801158e-06
12.7268702965914,3.91714680675205e-06
13.2802124833997,3.72034478127936e-06
13.8335546702081,3.54170268493768e-06
14.3868968570164,3.38347465213033e-06
14.9402390438247,3.23532166531311e-06
15.493581230633,3.10652481223172e-06
16.0469234174413,2.98064778737196e-06
16.6002656042497,2.88306424737119e-06
17.153607791058,2.7706835217235e-06
17.7069499778663,2.62476698146126e-06
18.2602921646746,2.57525676568969e-06
18.813634351483,2.47086240390363e-06
19.3669765382913,2.41211511251297e-06
19.9203187250996,2.36845446339274e-06
20.4736609119079,2.27700967542097e-06
21.0270030987162,2.21562501750816e-06
21.5803452855246,2.1516589812779e-06
22.1336874723329,2.0956648057991e-06
22.6870296591412,2.04051784672279e-06
23.2403718459495,1.98995271710871e-06
23.7937140327579,1.94091224737659e-06
24.3470562195662,1.89518147515375e-06
24.9003984063745,1.85112457702926e-06
25.4537405931828,1.80961879714193e-06
26.0070827799911,1.76975141130579e-06
26.5604249667995,1.73193384069426e-06
27.1137671536078,1.69565461092778e-06
27.6671093404161,1.66106567676557e-06
28.2204515272244,1.62789682107165e-06
28.7737937140328,1.5961459169846e-06
29.3271359008411,1.56569760272813e-06
29.8804780876494,1.5364525311711e-06
30.4338202744577,1.50840149139704e-06
30.987162461266,1.4813784845342e-06
31.5405046480744,1.4554538890333e-06
32.0938468348827,1.43040878213e-06
32.647189021691,1.40638278692326e-06
33.2005312084993,1.38310243943341e-06
33.7538733953077,1.36078511110896e-06
34.307215582116,1.33908238020225e-06
34.8605577689243,1.31832457396562e-06
35.4138999557326,1.29800647692583e-06
35.9672421425409,1.27877325046305e-06
36.5205843293493,1.25927668231879e-06
37.0739265161576,1.24047808906109e-06
37.6272687029659,1.22375046178037e-06
38.1806108897742,1.20633864882858e-06
38.7339530765826,1.19001542687423e-06
39.2872952633909,1.17359001630554e-06
39.8406374501992,1.15857018754068e-06
40.3939796370075,1.14375462897634e-06
40.9473218238158,1.12831782298983e-06
41.5006640106242,1.11414784040566e-06
42.0540061974325,1.10013300475973e-06
42.6073483842408,1.08669629640942e-06
43.1606905710491,1.07350047616864e-06
43.7140327578575,1.06077445212784e-06
44.2673749446658,1.04830301683405e-06
44.8207171314741,1.03624248496524e-06
45.3740593182824,1.02443133146615e-06
45.9274015050907,1.01299130086521e-06
46.4807436918991,1.00178917487923e-06
47.0340858787074,9.90926312507031e-07
47.5874280655157,9.80288305837114e-07
48.140770252324,9.69962747263152e-07
48.6941124391324,9.59848861402613e-07
49.2474546259407,9.50024103708874e-07
49.800796812749,9.40398346230054e-07
50.3541389995573,9.31041015635516e-07
50.9074811863656,9.21870808435105e-07
51.460823373174,9.12950372443606e-07
52.0141655599823,9.04206117838536e-07
52.5675077467906,8.9569458209383e-07
53.1208499335989,8.87349346248946e-07
53.6741921204073,8.79220968761588e-07
54.2275343072156,8.7125014068795e-07
54.7808764940239,8.63480867971259e-07
55.3342186808322,8.55862232591027e-07
55.8875608676405,8.48428446343372e-07
56.4409030544489,8.41141884116568e-07
56.9942452412572,8.34001248052621e-07
57.5475874280655,8.27000181684037e-07
58.1009296148738,8.20259862205861e-07
58.6542718016822,8.13562857686639e-07
59.2076139884905,8.07048091725535e-07
59.7609561752988,8.00631154543081e-07
60.3142983621071,7.94385016846472e-07
60.8676405489154,7.88230789494912e-07
61.4209827357238,7.82257860955158e-07
61.9743249225321,7.76372874351436e-07
62.5276671093404,7.70559492342596e-07
63.0810092961487,7.64901450043078e-07
63.6343514829571,7.5936506737299e-07
64.1876936697654,7.53927376657605e-07
64.7410358565737,7.48608844381383e-07
65.294378043382,7.43381768772588e-07
65.8477202301903,7.38269400847266e-07
66.4010624169987,7.33243206087692e-07
66.954404603807,7.28326719408204e-07
67.5077467906153,7.23491899121176e-07
68.0610889774236,7.18761815234873e-07
68.614431164232,7.14109414421634e-07
69.1677733510403,7.09556936904397e-07
69.7211155378486,7.05078504254587e-07
70.2744577246569,7.00695421280593e-07
70.8277999114652,6.96383021288159e-07
71.3811420982736,6.92161655623527e-07
71.9344842850819,6.88007814667539e-07
72.4878264718902,6.83940944769708e-07
73.0411686586985,6.7993851330589e-07
73.5945108455069,6.76019183166412e-07
74.1478530323152,6.72160164347032e-07
74.7011952191235,6.68380403948276e-07
75.2545374059318,6.64670988844746e-07
75.8078795927402,6.61029254225994e-07
76.3612217795485,6.57444188036278e-07
76.9145639663568,6.53932037769513e-07
77.4679061531651,6.5047528246171e-07
78.0212483399734,6.47088095370582e-07
78.5745905267818,6.43754343669686e-07
79.1279327135901,6.404872676441e-07
