f,amplitude_ 1,amplitude_ 2,amplitude_ 3,amplitude_ 4,amplitude_ 5,amplitude_ 6,amplitude_ 7,amplitude_ 8,amplitude_ 9,amplitude_10,amplitude_11,amplitude_12
0,2.3148279481204e-07,5.1262125239358e-08,4.55678183699005e-08,1.97668620196733e-09,2.1114091861965e-06,3.32331324026886e-07,1.49936727047564e-06,2.90803911103696e-06,3.41029972596086e-07,1.69268058329829e-06,3.52750242598977e-06,7.62116778608378e-06
0.0750591381942736,0.000951225792414594,0.00168551851483054,0.00178163044780838,0.00189459473779566,0.00190185115414273,0.00183617402743273,0.00178777535416199,0.00178840702523835,0.00179591687652757,0.00172668183843735,0.00166295680427806,0.000956123601105466
0.150118276388547,0.00287242609946398,0.00467248178301018,0.00492538904473605,0.00505845168328558,0.00496434708264791,0.00441255038912656,0.00427050721619908,0.00462274078475128,0.00479351763582206,0.00486347666781845,0.00464806758022808,0.00296016032459664
0.225177414582821,0.00472689309584968,0.00553656734849259,0.00565652471924853,0.00519810808723237,0.00469821088800408,0.00227944084293949,0.00208461341387772,0.00440485096387214,0.00505974974756102,0.00582670669791989,0.00569391264153357,0.00474492452011264
0.300236552777094,0.00795470939783354,0.00752866840453715,0.00705035199788271,0.00653447239127347,0.00660468467893981,0.00639469805233159,0.00623683746513041,0.00644939754704799,0.00660766629294639,0.0069142480647739,0.00729137295953057,0.00774055144154598
0.375295690971368,0.0122469898174736,0.0140797630282442,0.0135320066857656,0.013296458315241,0.0140499020285105,0.0149091895847664,0.0143552282370962,0.0128344074634997,0.012421088733474,0.0125094715107728,0.0131100741336683,0.0119419271682435
0.450354829165642,0.0137192889291366,0.0167580854955138,0.0163010424456955,0.0150346564066269,0.0151067445006223,0.0137956561831233,0.0129553933156342,0.0125669503012714,0.0129103069301987,0.0151639082647126,0.0156389987952473,0.0135102478626407
0.525413967359915,0.00990929207077187,0.0100825424187112,0.0100745745330627,0.00977510864187733,0.00901567890671955,0.00321744696105526,0.0017723386759372,0.00633911276959753,0.00802684906401695,0.00997699338203439,0.00986662102887409,0.00940765073165543
0.600473105554189,0.00550515325692241,0.00357871485948359,0.00309683441562087,0.0125923572504947,0.0174882558530087,0.0232072448556067,0.0218118502716562,0.0170954177307082,0.0146532834990994,0.00439508649412787,0.00273520928401578,0.00497251309497423
0.675532243748462,0.0101439567088537,0.0146509622933151,0.0120142052464573,0.0151293085485472,0.0218329468632863,0.0327948835905767,0.0306198843272325,0.0217855596348605,0.016886969773107,0.0106805140406373,0.0112857802803025,0.0125116385961668
0.750591381942736,0.0138524940536929,0.0134182113495242,0.010526035969578,0.00380621017756964,0.00233784438788196,0.016488145294393,0.0157626854456622,0.00721235413866219,0.00183230055216628,0.00889519334310041,0.009666972445569,0.0146423801354453
0.82565052013701,0.016220483409348,0.00729338455595333,0.0116131977361858,0.02358079829357,0.0292628791636571,0.0169792189236992,0.0148393472507366,0.0247887977011177,0.025076439690523,0.0143635650274914,0.010735693883399,0.00970584475113249
0.900709658331283,0.0110859724630876,0.0136504381879932,0.0158306468379369,0.0318786791714301,0.0314526422299994,0.0314486128893381,0.0283043976482948,0.0385240023264087,0.0327237848197735,0.0241891278619617,0.016474529537326,0.0135753073824155
0.975768796525557,0.00243014996631305,0.0102671612367281,0.00606820489473245,0.0140706434900746,0.00590279955974099,0.015716327124127,0.00969778986981876,0.0198817189394206,0.0112922708398452,0.0174303208808536,0.010628311298605,0.0132473079063054
1.05082793471983,0.0122497752365438,0.01010790493656,0.0186074822226631,0.0137186778294093,0.0184043118806638,0.00869277193216748,0.0225270128628698,0.00537741280677324,0.0174344988806056,0.00452820263039795,0.00738271548138373,0.00829656659350251
1.1258870729141,0.0141941284236893,0.011544882388266,0.0225366245718139,0.0155891599984081,0.0212668633673974,0.0119500947990658,0.0250556804491617,0.0125204355651173,0.0194835586710256,0.00472450554737141,0.00664474457204934,0.0055868525538575
1.20094621110838,0.00909045861787175,0.00821567771931066,0.0135177810627098,0.00719644816445499,0.00993041751433092,0.00396590489830967,0.0090660106347773,0.00542405130594894,0.00531759128559844,0.00380682818498912,0.000834805846003242,0.00454853468841355
1.27600534930265,0.00207768363311445,0.00490103709106963,0.00131959396259701,0.0083723451972296,0.00350043197868802,0.00537300968503585,0.00838594274602907,0.00270440410717429,0.00979749250734529,0.00206215449393985,0.00551602759374186,0.00334142180372217
1.35106448749692,0.00522880420735874,0.00451794196100183,0.00749496804469952,0.00797264931881482,0.0091203181300825,0.00552118827735319,0.0151134461772142,0.00477953783056237,0.0154650350256437,0.0031274197971151,0.00802580595728234,0.00578943024908416
1.4261236256912,0.00758508702465579,0.00606491817354141,0.00880086924964669,0.00443869195937193,0.00692346216437839,0.00486783495700561,0.0114527748298938,0.00769826789691358,0.0120381490831627,0.00582942373570175,0.00728362289304412,0.00853600352809828
1.50118276388547,0.00687845845394148,0.00830701574923378,0.00656290674770341,0.00943453625480056,0.00372585784709338,0.0108138748847431,0.00756929114457246,0.0118116637547595,0.00766426416993275,0.00756994931076601,0.00699173205641128,0.00852399000012464
1.57624190207975,0.00458443907675654,0.00805071602825587,0.0049600676541525,0.0101080900339716,0.00374514352944075,0.0106640873085904,0.00696752690175971,0.00990771584678858,0.00609626109770439,0.00651716090662362,0.0066343522912822,0.00570110246658385
1.65130104027402,0.00211834115444152,0.00481712459094705,0.0040917085458098,0.00495330653628697,0.00172647548474512,0.00400213541655783,0.0029962287582381,0.00274023829416953,0.00329899277983032,0.0042693824535083,0.0043368388376307,0.00209547548889205
1.72636017846829,0.000335614857447503,0.000949388650122137,0.00281940960434814,0.00282939894791632,0.00276989550174403,0.00345187320297314,0.00243118544381929,0.00486798122804519,0.00295720528071858,0.00384338822683023,0.00141296656081873,0.00118270528981568
1.80141931666257,0.000585134297319436,0.00125511641737956,0.00142029461348332,0.00467911668119561,0.00404955232968509,0.00607666007521985,0.00450060496676199,0.00673377025476433,0.00362164176167066,0.00290720693936732,0.00109799093894851,0.00148225263794785
1.87647845485684,0.000858649280323148,0.000961987650189326,0.00036983490630679,0.00236665125068956,0.00259667686083196,0.00314876436596541,0.00246076035052983,0.00331154827456055,0.00148524361557761,0.000780653416214731,0.00122235686549235,0.000803874405695271
1.95153759305111,0.000810376623436042,0.000666980297002669,0.00071728793260788,0.00190796544769632,0.000963666695000337,0.00144755662344547,0.00176270447991524,0.00166342319175311,0.00160851609807871,0.00204320534537175,0.000901722922969399,0.000686896658702825
2.02659673124539,0.000679857190887086,0.00127284181130854,0.000753945244287421,0.00317865089888548,0.00130636810094058,0.00325256701280423,0.00284215444103216,0.00342405634878424,0.00223053107106656,0.00201964170950108,0.000647021604984261,0.000588311755142282
2.10165586943966,0.000597551790937516,0.000910978689689231,0.00120833772262334,0.00141788992720616,0.000902268936460639,0.00140086821494372,0.00151769074171945,0.00167720660286053,0.000682151669707221,0.000654885065041421,0.000349506834683439,0.000231117501281461
2.17671500763393,0.000530775375903847,0.000390270604859853,0.00134634315067236,0.00128338886986546,0.00116776447898165,0.00185406807535585,0.0011104111064833,0.00151499041046241,0.00109977475007238,0.00191477482577588,0.000606652212896896,0.000426749853150704
2.25177414582821,0.00091191060508785,0.000128229165463059,0.000682982230983976,0.00236674128581383,0.000482130951830453,0.00297251846922187,0.000744029406242928,0.00260818612110992,0.000832470501914958,0.00237268624627427,0.00163664545683399,0.000949952769963921
2.32683328402248,0.00107038590115402,0.000516527282942097,0.00153839806655336,0.00146809174140801,0.00131898746882242,0.00175269922581622,0.00148020941941471,0.00160275664641533,0.00149375272525269,0.00165366085973902,0.00271627439371336,0.00146689097970923
2.40189242221676,0.00075594520573635,0.00122234971255076,0.00219158497711194,0.00115391075954425,0.00245993355471036,0.000740541911807745,0.00318541667403209,0.000619295358802679,0.00286400347139203,0.000825918671411863,0.00252976530879753,0.00155389659543069
2.47695156041103,0.00154974236084893,0.00190108677036559,0.00195766200942968,0.00171039920940873,0.00177945894717573,0.00129591739170574,0.0025100694147364,0.000880666974272618,0.0020037862141955,0.00121221596106594,0.000920222138367831,0.00172991924858322
2.5520106986053,0.00211257572572761,0.0019884575729719,0.00204139904029217,0.00172948038000154,0.00136183736809047,0.00209256062818208,0.00113216138048291,0.00169935086157616,0.000767390367263643,0.00187450747103343,0.00158033281165245,0.00191430951350209
2.62706983679958,0.00110304197012013,0.000545178385484972,0.00175619356857961,0.000989679791579241,0.00207284821005986,0.00187246377038372,0.00231457381934684,0.00173086565343954,0.00202148680274979,0.00107722587721748,0.00190314271099861,0.00109024727472352
2.70212897499385,0.00139354397907959,0.00225037415717124,0.00159853394884078,0.00140096626895642,0.0010598343331399,0.000978735840558354,0.00134034937526794,0.000665019331825585,0.000827354084883385,0.00134061364174239,0.00115242526442196,0.00181025017299699
2.77718811318812,0.00321060846106573,0.00420502361832799,0.00338278079162245,0.00358557056265876,0.00242375501304005,0.00412956333984192,0.00238243854065883,0.00324687275135937,0.00219488360528877,0.00357054053843605,0.00328877830374744,0.0033672971421178
2.8522472513824,0.00251451412596559,0.00275097365750331,0.00330041552249089,0.0031096066054848,0.00336774950972058,0.00417404517118425,0.00388855870469672,0.00352931670248205,0.003487043137649,0.00302434777690695,0.00351684951354977,0.00258731704588182
2.92730638957667,0.00157606718826021,0.003015802366513,0.0014063999834189,0.00157158925909255,0.000720373038084693,0.00136857711983747,0.00134179700484212,0.000933178629943989,0.000934499949571357,0.00152693312224569,0.00149038688315763,0.00238475634956317
3.00236552777094,0.00730480518462044,0.0109216160760847,0.00697341733597925,0.00879188089282064,0.00546140110959252,0.0106867324269356,0.00512603963966728,0.00799529890838807,0.00536193760687624,0.00802719131833985,0.00786353402443546,0.00784131337899271
3.07742466596522,0.0121079251093032,0.0170417093646888,0.0123309315634699,0.014551264483453,0.011207833502067,0.0186165329196965,0.0113549045134925,0.0141799080526408,0.0112104186413884,0.0132317279650349,0.0142996535077256,0.0123866814933207
3.15248380415949,0.013539338512042,0.0181716204613406,0.0139851645041493,0.015443559741043,0.0133080041811456,0.0204004157970867,0.0135922461541674,0.0155741222083213,0.0132064143842792,0.0142360536125153,0.0167202358018012,0.0134743849851343
3.22754294235377,0.0110670271707565,0.0140227585686568,0.0111938093054246,0.0112383411554119,0.0107038737523882,0.0152886966327003,0.0106942618469647,0.0116394435881624,0.0103600361300593,0.0107917232033707,0.0140217986123004,0.0107424746797191
3.30260208054804,0.00618738223142513,0.00720259356693682,0.00576698613125298,0.00488979160016521,0.00531944359232382,0.00688577264768242,0.00500077150218628,0.00525087005009521,0.00487914442298653,0.00522238006296432,0.00807236808292791,0.00584421264786036
3.37766121874231,0.00131176953887174,0.0012956078701344,0.000633256334616887,0.000666669381973283,0.000391271297137427,0.00093654385046177,0.000805264894719229,0.000987379302842779,0.000393227070665293,0.00105424223011262,0.00209869639513619,0.00118405936102866
3.45272035693659,0.00170743680871003,0.00190548386293622,0.00237053026748036,0.00175535746608098,0.002097500649262,0.00281206155324716,0.00200380936012649,0.00230137475231963,0.0017981702981865,0.00231169687642938,0.00150552014195472,0.00154655553944219
3.52777949513086,0.0023671239871633,0.00198831886014056,0.00267171950546394,0.00111035500145236,0.00199350184720855,0.0020401567773003,0.00136515898150058,0.00213831883904848,0.00145841222765538,0.00231425295785045,0.00229570513521887,0.00203141432694514
3.60283863332513,0.00140428627947437,0.000684251723601555,0.00137347004621095,0.000690025178665332,0.000764835947809524,0.000605844502103978,0.000648768263259989,0.00163837156817241,0.00107155341836674,0.00125455769608369,0.00138543323108953,0.0010481368817594
3.67789777151941,0.000403627773415279,0.000502117660265128,0.000187193950159369,0.000604971947305576,0.000349153915643417,0.000560739223933474,0.00100960970239495,0.00101531169530791,0.00107268219478961,0.000807128796016773,0.000366176284827763,0.000315597063474221
3.75295690971368,0.00117765224411156,0.000890502380165274,0.00102646814439966,0.000354257820813292,0.000635168498428486,0.000520258931532453,0.00085176942333318,0.000407556406985666,0.000602013998251052,0.00116270044332916,0.000824672716766647,0.00122181912919968
3.82801604790795,0.00132758861667005,0.000649645696416898,0.0010120497775716,0.000324568843138752,0.000438568174565974,0.000283765781311794,0.000342717088471746,0.000329209771550353,0.000151043584269034,0.000876365027359736,0.000998228278644464,0.00133451622698565
3.90307518610223,0.000760839511353725,0.000408433347593803,0.000662071924270399,0.000344800800072467,0.000580990319390956,0.000489550076085624,0.00039264721220628,0.000166563252686006,6.86552705395645e-05,0.000386565048484789,0.00066547818426685,0.000766804272932786
3.9781343242965,0.000346280049107277,0.000495557815232755,0.000492492777308139,0.000842473588775956,0.000704033539986784,0.000929508857805944,0.00071569063173743,0.000618269969072343,7.65860959340547e-05,0.000667020154484153,0.00014291701461816,0.000392570994912487
4.05319346249077,0.000965144746059405,0.000683527173303483,0.000413043177277944,0.000598265460323981,0.000343410235654919,0.000462665294245993,0.000290834304672113,0.000291645838118931,0.000304477475732793,0.0006586583209109,0.000801964856775958,0.000914738165943005
4.12825260068505,0.00102353986500217,0.000796901761561103,0.000751211864499098,0.000337991168317131,0.000781003680590465,0.000706068843390686,0.000927832965844633,0.000682065250483562,0.000826220597121184,0.000921914247007107,0.00112487335688782,0.000913683726926722
4.20331173887932,0.000456204765277548,0.000551633422821119,0.000900136560311865,0.00111116817958227,0.001160228185217,0.00148066294629896,0.00158522174786414,0.0013689726684896,0.00102804772725202,0.00121585135635334,0.000866761676286673,0.000365983935248999
4.2783708770736,0.000392563523406396,0.000423890395366714,0.000598226132967852,0.00103383843392154,0.000772373473540285,0.00112513155942413,0.00122516599474134,0.00106865863341927,0.000646648969611921,0.000918033653526308,0.000628891599711677,0.000413658739866348
4.35343001526787,0.000687373476181154,0.000709673736232971,0.000366515216637579,0.00051786168647075,0.000307722856611199,0.000325635875531889,0.000577794679574472,0.000297323950591871,0.000620515019460768,0.000407007887139787,0.000806429605214172,0.00056959674318745
4.42848915346214,0.000370764141360836,0.000451626977720022,0.000258455279420544,0.000638775488681725,0.000571318312713896,0.00083277281483446,0.000966262890888818,0.000730917212610704,0.000853778024933323,0.00030919992311304,0.000507952333642137,0.000122518790736503
4.50354829165642,0.000564597403384741,0.000445214574998557,0.00023999953704012,0.000296335431346197,0.000171080296810226,0.000450055996929497,0.000624235002666843,0.000399037333648938,0.000341229511603037,0.000186859466945635,0.000436457682086754,0.000756482902234757
4.57860742985069,0.000930452740644575,0.000997072087771872,0.000750227031451377,0.000631161988128103,0.000624524733342949,0.000674259016586973,0.00038815706886488,0.000568908296630676,0.000546239974364709,0.000755096301893064,0.00091516713467772,0.00109913166220818
4.65366656804496,0.000635576799916722,0.000817945532616961,0.000714087238382088,0.00113717634213431,0.000948377559340267,0.00123875398085107,0.00104081710165902,0.00111871617378158,0.000923544955250043,0.00087252849802246,0.000661293222365072,0.000647200891224571
4.72872570623924,7.02591496040557e-05,4.99136112263319e-05,0.000103134612904738,0.000750309197163833,0.0004610080746035,0.00072162261520148,0.000698382546961181,0.000648517906661985,0.000428479791399112,0.000294185173698049,0.000203614594824377,0.000330455786049514
4.80378484443351,0.000514796426939262,0.000639182801110859,0.000510518034364005,0.000190332971945877,0.000360802090224865,0.000445212936098799,0.000288787452690702,0.000398166984919266,0.000484274731755536,0.000445785932916927,0.000799712440024013,0.000895358508166632
4.87884398262779,0.000305246812886917,0.000524537360673346,0.000490250657694014,0.000639138372020733,0.000687659094825323,0.000985832303649102,0.000809905952908827,0.000965501242329147,0.000823846681880802,0.000617066684124611,0.000602167047455711,0.000648390828224447
4.95390312082206,0.000350246269294035,0.000287407566861592,0.000225039668523291,0.000235754350445896,0.000208840173521047,0.000467785316299966,0.000390688167283296,0.00049041740840254,0.000293858942693702,6.23309936209705e-05,0.00024590293534879,0.000205911057610184
5.02896225901633,0.000735028373212058,0.000933237607496723,0.00084479835493972,0.000619450976814343,0.000582512243566808,0.000600937234941528,0.000580500720446625,0.000546917338731959,0.00060057208980881,0.000688161150235386,0.000924163216570685,0.000894005323876231
