timestep:         0.0063532800000000
yAxisLabel:acceleration [m/s2]  
title:bogies acceleration       
av1,    av2,    
  0.0000000000000000,  0.0000000000000000,
  0.0000000000000000,  0.0000000000000000,
 -0.0000721372800188,  0.0000177467466074,
 -0.0001914217797628,  0.0000466649181680,
 -0.0003544283218117,  0.0000855926597069,
 -0.0006079114508530,  0.0001458150653774,
 -0.0008457810379015,  0.0002006451710439,
 -0.0011458528409166,  0.0002693439502965,
 -0.0014745167711610,  0.0003432978075625,
 -0.0019215626300038,  0.0004443596082337,
 -0.0024690287249557,  0.0005674927290563,
 -0.0031582107661159,  0.0007221018970552,
 -0.0039537866305614,  0.0008987921534545,
 -0.0048749022104018,  0.0011014344222525,
 -0.0059013564971812,  0.0013244807287293,
 -0.0070454030802017,  0.0015700831313108,
 -0.0082845488754814,  0.0018321711104487,
 -0.0096290048898429,  0.0021124386738385,
 -0.0110562929988027,  0.0024048654219328,
 -0.0125527992701512,  0.0027053428646593,
 -0.0140794813868969,  0.0030039514386600,
 -0.0156225475749644,  0.0032968488856683,
 -0.0171629724841595,  0.0035793113272351,
 -0.0186984446922306,  0.0038505074321631,
 -0.0202118716790828,  0.0041062624522705,
 -0.0216912011691538,  0.0043434566516710,
 -0.0231137805352239,  0.0045566776488369,
 -0.0244635785519840,  0.0047420394068382,
 -0.0257241324042577,  0.0048958545320042,
 -0.0268933215958979,  0.0050178705142497,
 -0.0279729980865618,  0.0051090017179393,
 -0.0289688797939918,  0.0051709515722108,
 -0.0298769166128643,  0.0052031380792252,
 -0.0306903842157713,  0.0052042368088904,
 -0.0314023200590124,  0.0051730414643532,
 -0.0320145536466810,  0.0051104772008567,
 -0.0325323888209155,  0.0050184317524466,
 -0.0329637488804736,  0.0048993576119992,
 -0.0333156117521529,  0.0047555317367921,
 -0.0335959152593642,  0.0045894002507902,
 -0.0338112475212722,  0.0044031226024967,
 -0.0339699700981640,  0.0041992464522487,
 -0.0340843340632309,  0.0039813080277231,
 -0.0341726269518862,  0.0037542567538967,
 -0.0342542572686091,  0.0035232768779485,
 -0.0343457707994051,  0.0032927380564280,
 -0.0344607006865893,  0.0030662271402360,
 -0.0346145064110072,  0.0028477332052632,
 -0.0348260147022287,  0.0026420268320937,
 -0.0351150798380310,  0.0024540244972493,
 -0.0354977774317057,  0.0022876255353573,
 -0.0359841889877990,  0.0021451592485062,
 -0.0365760838705162,  0.0020268692139486,
 -0.0372635456377465,  0.0019301085282355,
 -0.0380301043324547,  0.0018506848639523,
 -0.0388551542382885,  0.0017834756898938,
 -0.0397170862773893,  0.0017232276822103,
 -0.0405912335244106,  0.0016640435452166,
 -0.0414499087625309,  0.0015994093423110,
 -0.0422637113876319,  0.0015225271419900,
 -0.0430066618854479,  0.0014275867908952,
 -0.0436591545170113,  0.0013104691377034,
 -0.0442094148154635,  0.0011690635647590,
 -0.0446518744698935,  0.0010028226838160,
 -0.0449854958129509,  0.0008123120025929,
 -0.0452113507414137,  0.0005985930874738,
 -0.0453325840682388,  0.0003632032935080,
 -0.0453558506920377,  0.0001085054914496,
 -0.0452926720711292, -0.0001619973022200,
 -0.0451566514042765, -0.0004443679012231,
 -0.0449576962536348, -0.0007356669269206,
 -0.0446959810524231, -0.0010354071580436,
 -0.0443592762636014, -0.0013461494021189,
 -0.0439238499760923, -0.0016731983948914,
 -0.0433582720125737, -0.0020235971131958,
 -0.0426277571344808, -0.0024050080473621,
 -0.0416976201902617, -0.0028248453782680,
 -0.0405351691207492, -0.0032898087946157,
 -0.0391112551870176, -0.0038055172036375,
 -0.0374024092061683, -0.0043760037167024,
 -0.0353937855940048, -0.0050030276992404,
 -0.0330815606356918, -0.0056855355049685,
 -0.0304733262734668, -0.0064196310468858,
 -0.0275856653992999, -0.0071992390623426,
 -0.0244398708523584, -0.0080172117316239,
 -0.0210577404892236, -0.0088663880123284,
 -0.0174594364795967, -0.0097401211295959,
 -0.0136640729064488, -0.0106321207722532,
 -0.0096922361795604, -0.0115358256915001,
 -0.0055685557011950, -0.0124437793893967,
 -0.0013226800253387, -0.0133474160075118,
  0.0030118812525391, -0.0142373773610364,
  0.0074002040101897, -0.0151041413981989,
  0.0118082238875193, -0.0159385933968348,
  0.0162036318717253, -0.0167322454539582,
  0.0214292773984771, -0.0210245043802595,
  0.0264439459693628, -0.0247783800983359,
  0.0316286833591268, -0.0296744445008397,
  0.0364631448185711, -0.0339097554731174,
  0.0411223610176059, -0.0387588437806511,
  0.0451325139395409, -0.0428304900872451,
  0.0487215890995335, -0.0472094058173032,
  0.0516689869380478, -0.0508600303209798,
  0.0541974159400965, -0.0546358022854687,
  0.0561283507170215, -0.0577564120196435,
  0.0576361008362870, -0.0608591170759101,
  0.0586045379384646, -0.0633475973165034,
  0.0591794145963806, -0.0657129713458242,
  0.0593013248101816, -0.0675337531268031,
  0.0590883374030467, -0.0691941308864659,
  0.0584944980622807, -0.0703973561187397,
  0.0576078921335292, -0.0714386636812017,
  0.0564061140247381, -0.0720946651598111,
  0.0549784562409711, -0.0725737754272947,
  0.0533391706273414, -0.0727161052945189,
  0.0515663868275981, -0.0726930335253719,
  0.0496678992692772, -0.0724067946546322,
  0.0476929444786359, -0.0719891409011391,
  0.0456470252164273, -0.0713638118746131,
  0.0435745670145894, -0.0706190757699933,
  0.0414897465747358, -0.0696913149357898,
  0.0394255630157901, -0.0686380953645054,
  0.0373809563038301, -0.0674149061592788,
  0.0353596072375383, -0.0660750584220127,
  0.0333427220842185, -0.0645988375372208,
  0.0313257564954751, -0.0630269512320310,
  0.0293008989974383, -0.0613378594560987,
  0.0272768734774943, -0.0595571927626596,
  0.0252580395621009, -0.0576787992791512,
  0.0232526841853847, -0.0557390329561653,
  0.0212592829193623, -0.0537488677818308,
  0.0192792413427021, -0.0517433258039463,
  0.0173145424024766, -0.0497359678207107,
  0.0153772421953203, -0.0477564726005042,
  0.0134802648843692, -0.0458168460279065,
  0.0116351059684455, -0.0439388169980558,
  0.0098425231856981, -0.0421317846451370,
  0.0080951907341371, -0.0404115097238765,
  0.0063788482881944, -0.0387803757565243,
  0.0046803967100559, -0.0372408988087479,
  0.0029899342479597, -0.0357882307651543,
  0.0013022921794262, -0.0344254060044612,
 -0.0003875125452623, -0.0331556467040119,
 -0.0020871419595497, -0.0319857629317368,
 -0.0038098388080019, -0.0309162417458769,
 -0.0055722863990507, -0.0299439071907115,
 -0.0073916954422935, -0.0290557854237865,
 -0.0092809943190981, -0.0282396053936248,
 -0.0112504985846302, -0.0274825065478227,
 -0.0133119005587772, -0.0267748812357233,
 -0.0154832142353719, -0.0261038517758946,
 -0.0177887419215864, -0.0254533194852604,
 -0.0202525915588393, -0.0248029398427851,
 -0.0228908549008808, -0.0241350845840466,
 -0.0257111925674921, -0.0234375738649609,
 -0.0287074363659985, -0.0227092017470423,
 -0.0318600967477600, -0.0219582355380102,
 -0.0351339055579087, -0.0212019727167726,
 -0.0384781350554611, -0.0204630290164764,
 -0.0418266102373965, -0.0197682602958355,
 -0.0451024819360360, -0.0191471885111907,
