timestep:         0.0063532800000000
yAxisLabel:deflection [m]       
title:bridge deflection 
ub_mid  ,       ub_quart,       uv_mid  
  0.0000000000000000,         0.0000000000000000,         0.0000000000000000
 -0.0000000000343464,        -0.0000000013578639,         0.0000000000000000
 -0.0000000005782626,        -0.0000000142044922,        -0.0000000006254700
 -0.0000000045138681,        -0.0000000612708717,        -0.0000000035309634
 -0.0000000220092777,        -0.0000001266827906,        -0.0000000110620344
 -0.0000000769087290,        -0.0000000266754241,        -0.0000000263415686
 -0.0000002118962126,         0.0000006738712031,        -0.0000000532721947
 -0.0000004940974632,         0.0000024729173120,        -0.0000000963873481
 -0.0000010085348683,         0.0000052909996611,        -0.0000001610274480
 -0.0000017911443294,         0.0000077860484664,        -0.0000002537242930
 -0.0000027067099291,         0.0000078992334587,        -0.0000003827067955
 -0.0000034246541887,         0.0000044796482380,        -0.0000005582513942
 -0.0000035669793506,        -0.0000024944025830,        -0.0000007927639946
 -0.0000028066836365,        -0.0000129594905336,        -0.0000011007061969
 -0.0000008158792390,        -0.0000264687412589,        -0.0000014985143550
  0.0000026833044454,        -0.0000419137856107,        -0.0000020045423960
  0.0000078503912034,        -0.0000587882049882,        -0.0000026389694895
  0.0000149921608892,        -0.0000774251629998,        -0.0000034237033153
  0.0000246971201025,        -0.0000981897756555,        -0.0000043822710347
  0.0000372703187618,        -0.0001214206861157,        -0.0000055395918438
  0.0000522556725029,        -0.0001472974613059,        -0.0000069215853147
  0.0000688082837615,        -0.0001756729559261,        -0.0000085547302611
  0.0000861560416957,        -0.0002063222246017,        -0.0000104657217112
  0.0001035729661060,        -0.0002389891967004,        -0.0000126812522616
  0.0001204466729548,        -0.0002735064063341,        -0.0000152278403313
  0.0001365424252395,        -0.0003099467078902,        -0.0000181316230658
  0.0001519308264064,        -0.0003484543689351,        -0.0000214180921639
  0.0001667340758227,        -0.0003890736832858,        -0.0000251117961290
  0.0001810875556827,        -0.0004317004909543,        -0.0000292360601723
  0.0001951385795478,        -0.0004761807702730,        -0.0000338127972402
  0.0002089508317410,        -0.0005224376259563,        -0.0000388624553654
  0.0002224836676470,        -0.0005704713907038,        -0.0000444040654664
  0.0002356427208057,        -0.0006203075141751,        -0.0000504552888068
  0.0002483214888590,        -0.0006719115482096,        -0.0000570323901500
  0.0002604413029638,        -0.0007251460110716,        -0.0000641501599263
  0.0002719621619473,        -0.0007797903924159,        -0.0000718218694003
  0.0002828746780634,        -0.0008355894075143,        -0.0000800593103415
  0.0002932038649484,        -0.0008923474993194,        -0.0000888729014488
  0.0003029958962422,        -0.0009499956893497,        -0.0000982718207073
  0.0003122989345929,        -0.0010085755945003,        -0.0001082641427698
  0.0003211554457046,        -0.0010681512403466,        -0.0001188569749587
  0.0003295751959638,        -0.0011287116534976,        -0.0001300565954362
  0.0003374992335683,        -0.0011901406785799,        -0.0001418686192650
  0.0003447970866841,        -0.0012522565870095,        -0.0001542982264364
  0.0003512982194081,        -0.0013148850126637,        -0.0001673504503425
  0.0003568275675757,        -0.0013779070109802,        -0.0001810304770539
  0.0003612354053184,        -0.0014412547731377,        -0.0001953439103471
  0.0003644321183545,        -0.0015048882400975,        -0.0002102970136041
  0.0003664163953532,        -0.0015687833729334,        -0.0002258969730108
  0.0003672809111581,        -0.0016329315632345,        -0.0002421521962566
  0.0003672090796684,        -0.0016973381056151,        -0.0002590726079247
  0.0003664764049853,        -0.0017620240268598,        -0.0002766698749582
  0.0003654378289154,        -0.0018270393444361,        -0.0002949574967872
  0.0003644796833573,        -0.0018924751109495,        -0.0003139507391202
  0.0003639576964876,        -0.0019584610786917,        -0.0003336664339036
  0.0003641595484181,        -0.0020251553876058,        -0.0003541226818984
  0.0003652965968491,        -0.0020927358437396,        -0.0003753384962244
  0.0003675064604540,        -0.0021613904386487,        -0.0003973334055708
  0.0003708528286958,        -0.0022312964633659,        -0.0004201270107715
  0.0003753167323747,        -0.0023025837051999,        -0.0004437384966799
  0.0003807841017575,        -0.0023752920049668,        -0.0004681861378534
  0.0003870484138267,        -0.0024493306565874,        -0.0004934868604664
  0.0003938457479349,        -0.0025244435855997,        -0.0005196559097917
  0.0004009144071272,        -0.0026002040156382,        -0.0005467066372564
  0.0004080520149621,        -0.0026760597828808,        -0.0005746503902754
  0.0004151502722934,        -0.0027514124471333,        -0.0006034964740603
  0.0004221995117919,        -0.0028256959746289,        -0.0006332521613644
  0.0004292593067280,        -0.0028984327472270,        -0.0006639227507191
  0.0004364035496216,        -0.0029692599157788,        -0.0006955116920483
  0.0004436649293893,        -0.0030379333428311,        -0.0007280207810572
  0.0004510009871423,        -0.0031043217179149,        -0.0007614503751217
