timestep:         0.0158832000000000
yAxisLabel:velocity [m/s]       
title:bogies velocity   
vv1,    vv2,    
  0.0000000000000000,  0.0000000000000000,
  0.0000000000000000,  0.0000000000000000,
 -0.0000793267917969,  0.0000754299475973,
 -0.0001769814172599,  0.0001608079467274,
 -0.0003087110961192,  0.0002697657004714,
 -0.0005512465416357,  0.0004723564485669,
 -0.0009031799189338,  0.0007570492762317,
 -0.0013824937336742,  0.0011311780248159,
 -0.0019147725912444,  0.0015126378731629,
 -0.0024944985527119,  0.0018919195548995,
 -0.0031104904812205,  0.0022542340269699,
 -0.0036557091698051,  0.0024943725968971,
 -0.0041293460844579,  0.0026180619942264,
 -0.0045297780995779,  0.0026299065442179,
 -0.0048589724220765,  0.0025381374866425,
 -0.0051004585911538,  0.0023337714050651,
 -0.0052856304180153,  0.0020557339217309,
 -0.0054883673484308,  0.0017813278637839,
 -0.0056942507724637,  0.0014980682359396,
 -0.0059518205406666,  0.0012560404890512,
 -0.0063502987918090,  0.0011402819187169,
 -0.0068709251253943,  0.0011253641917638,
 -0.0075505870665112,  0.0012410636468745,
 -0.0083739988967561,  0.0014638434353815,
 -0.0092306304980309,  0.0016805017308674,
 -0.0100751318880400,  0.0018492422964232,
 -0.0108670079577133,  0.0019354735520991,
 -0.0115212911205270,  0.0018645121320097,
 -0.0120018733403732,  0.0016148657373934,
 -0.0123728535272081,  0.0012627197934390,
 -0.0126786174399324,  0.0008590901773433,
 -0.0128462477203027,  0.0003399449940484,
 -0.0128846584709618, -0.0002727921139758,
 -0.0128194850925045, -0.0009412181658370,
 -0.0125466214418419, -0.0017523269350997,
 -0.0120193626927024, -0.0027279330204044,
 -0.0113208438421195, -0.0037621063387564,
 -0.0105140678529191, -0.0047764587283241,
 -0.0085900263270275, -0.0068174610033899,
 -0.0064295404018701, -0.0090567867767105,
 -0.0043731518840159, -0.0111713332248248,
 -0.0027576324653476, -0.0128370853984934,
 -0.0017529073083053, -0.0138997508105612,
 -0.0014704221174350, -0.0142670509746099,
 -0.0017597123933607, -0.0141048801630886,
 -0.0025116714743553, -0.0135313926213494,
 -0.0035941753175396, -0.0126831416918136,
 -0.0048846827494061, -0.0116841673217289,
 -0.0061645209819858, -0.0107504308690870,
 -0.0073096001929976, -0.0099965999239469,
 -0.0081756917537756, -0.0095545997579480,
 -0.0087410310124373, -0.0094342801730776,
 -0.0090697342117479, -0.0095595064420661,
 -0.0092882040229933, -0.0097957662264138,
 -0.0093280262283653, -0.0102092656123540,
 -0.0091987111655639, -0.0107879886154286,
 -0.0089576224506965, -0.0114754367170782,
 -0.0087364928335559, -0.0121532958868989,
 -0.0084993608682227, -0.0128763336091211,
 -0.0082434082276612, -0.0136626857731553,
 -0.0080596849329469, -0.0144353912993942,
 -0.0081761218556229, -0.0149778796948175,
 -0.0086408655228604, -0.0152502775550983,
 -0.0094991234258596, -0.0152158403806900,
 -0.0106955819052496, -0.0149355823614666,
 -0.0120487431871103, -0.0145900170367765,
 -0.0132425470916663, -0.0144881842671727,
 -0.0141782594455984, -0.0147150996036062,
 -0.0147725977430478, -0.0153294653962731,
 -0.0149525936816107, -0.0163686505390388,
 -0.0147098520930114, -0.0177989282677976,
 -0.0143074642352753, -0.0193075997107728,
 -0.0139129799402712, -0.0206703662337477,
 -0.0136129418698093, -0.0217448824475284,
 -0.0133783009460385, -0.0225093351122540,
 -0.0132420119560041, -0.0228819448293667,
 -0.0131997513259421, -0.0228263591528553,
 -0.0131962559821847, -0.0223736878145196,
 -0.0131539827189748, -0.0215911650149749,
 -0.0130521861387505, -0.0205002768444179,
 -0.0127880628282709, -0.0192182715539473,
 -0.0123353356513913, -0.0177989570203607,
 -0.0115779816038129, -0.0163931469811086,
 -0.0105198726146023, -0.0150327135040007,
 -0.0091222258679951, -0.0137901029143338,
 -0.0074228065546873, -0.0126576300953496,
 -0.0055364406454015, -0.0115518371521270,
 -0.0036953274806650, -0.0102759304419656,
 -0.0020482772403850, -0.0087153881921711,
 -0.0005430385393291, -0.0069545075020629,
  0.0009069030381491, -0.0051127809197760,
  0.0022468174441620, -0.0031668234567074,
  0.0035637635330760, -0.0012273957390089,
  0.0049461856122498,  0.0006002675863766,
  0.0065060590983334,  0.0021878174345485,
  0.0081397737893302,  0.0036199789605161,
  0.0097441519518762,  0.0049748519478787,
  0.0112252230977950,  0.0063129202332105,
  0.0125508919608502,  0.0076242155504370,
  0.0136456557838543,  0.0089329648502245,
  0.0144894465003217,  0.0102039714046367,
  0.0150748519243132,  0.0113956701591514,
  0.0154520008278711,  0.0124233310721983,
  0.0156663685348454,  0.0132249029267273,
  0.0158270848546585,  0.0136897254937008,
  0.0160122663793220,  0.0137519150104724,
  0.0163583703983294,  0.0133048799582388,
  0.0168579022596821,  0.0124033687529829,
  0.0174409234503917,  0.0111739946834357,
  0.0179066798230708,  0.0098747229844578,
  0.0181287392370657,  0.0086866677682014,
  0.0180270711130447,  0.0077412231060393,
  0.0175928486351776,  0.0070866162971292,
  0.0167356895907242,  0.0068357075501767,
  0.0154975909743553,  0.0069589856286292,
  0.0140430957421129,  0.0072988828947352,
  0.0125217899622033,  0.0077074501803755,
  0.0109696166436697,  0.0081493878754042,
  0.0094984266817086,  0.0085172299776504,
  0.0080952608518259,  0.0088331251673837,
  0.0067401084462290,  0.0091282177061992,
  0.0053887332315475,  0.0094569029481215,
  0.0040819750156886,  0.0097852720829208,
  0.0029085526185189,  0.0100287479515307,
  0.0019605819237092,  0.0100965365092739,
  0.0012299021374223,  0.0099934791904925,
  0.0007582159768497,  0.0096738572053026,
  0.0005105408973881,  0.0091730995391805,
  0.0004307688263730,  0.0085507935141419,
  0.0003780688624136,  0.0079523688061481,
  0.0002944181069626,  0.0074407196928267,
  0.0001184693195805,  0.0070827006901250,
 -0.0001271307158239,  0.0068623152151226,
 -0.0004112972655533,  0.0067535661261039,
 -0.0006953518713089,  0.0067150621037407,
 -0.0009868547259840,  0.0067397225608125,
 -0.0012464187561195,  0.0067622792362429,
 -0.0014210108165571,  0.0066959798603121,
 -0.0013925064906735,  0.0063842329591761,
 -0.0011561165192392,  0.0057837872844471,
 -0.0007288383579351,  0.0048811018488476,
 -0.0001292681272232,  0.0036807069523113,
  0.0006152311584379,  0.0022123095646200,
  0.0013182740028185,  0.0006775629057263,
  0.0017812625194793, -0.0006957683149753,
  0.0018920938952211, -0.0017549642804047,
  0.0016610647938185, -0.0024683632293486,
  0.0010912791529436, -0.0028006937471322,
  0.0002724800633362, -0.0028049867154419,
 -0.0007035161303695, -0.0025402809760639,
 -0.0016208944894222, -0.0021986997637926,
 -0.0023077416635866, -0.0019377204964557,
 -0.0026475295181058, -0.0018685414374402,
 -0.0026846520755701, -0.0019528605697162,
 -0.0024843975869176, -0.0021444642564096,
 -0.0021085513303494, -0.0024113187419485,
 -0.0015993639533523, -0.0027479093980094,
 -0.0010566013008570, -0.0030944780883994,
 -0.0005707307761888, -0.0033986159988378,
 -0.0002526196646490, -0.0035811443119431,
 -0.0001646838620954, -0.0036051542753478,
