Var1,P1
0,0.000433451346446667
0.112027767112734,0.00144528212594679
0.224055534225469,0.00167654329562973
0.336083301338203,0.00107815072753016
0.448111068450937,0.000336148675152252
0.560138835563672,0.000267302372402239
0.672166602676406,0.000144931518470943
0.78419436978914,7.96020899467533e-05
0.896222136901875,5.25990978769003e-05
1.00824990401461,8.15480677089857e-05
1.12027767112734,8.72049591002108e-05
1.23230543824008,0.000161385370204744
1.34433320535281,0.000329790991619154
1.45636097246555,0.000273567008992413
1.56838873957828,9.05939413990166e-05
1.68041650669102,5.9821800134212e-05
1.79244427380375,4.4846497692827e-05
1.90447204091648,4.10023797618097e-05
2.01649980802922,1.67993814617005e-05
2.12852757514195,7.25777450515949e-06
2.24055534225469,4.13430888569096e-06
2.35258310936742,6.61433322393084e-06
2.46461087648016,7.72032782111142e-06
2.57663864359289,8.90510420624835e-06
2.68866641070562,8.81104062736151e-06
2.80069417781836,5.51051229631698e-06
2.91272194493109,4.54511714049646e-06
3.02474971204383,1.74635029696581e-06
3.13677747915656,4.64136557300243e-05
3.2488052462693,3.23078391097836e-06
3.36083301338203,3.33390489644969e-06
3.47286078049476,3.59843806798432e-06
3.5848885476075,3.04433810266118e-06
3.69691631472023,2.86056592519502e-06
3.80894408183297,2.05217807105454e-06
3.9209718489457,1.43227266844434e-06
4.03299961605844,1.07668642936715e-06
4.14502738317117,1.2845342998664e-06
4.25705515028391,1.56412154753423e-06
4.36908291739664,1.71209079226498e-06
4.48111068450937,1.7586832907359e-06
4.59313845162211,1.62405433542937e-06
4.70516621873484,1.66376359463886e-06
4.81719398584758,1.65915142904288e-06
4.92922175296031,3.20955412576767e-06
5.04124952007305,4.18766437579546e-06
5.15327728718578,9.54587869367291e-07
5.26530505429851,3.14222728681715e-07
5.37733282141125,2.73140131874629e-07
5.48936058852398,3.77464320267889e-07
5.60138835563672,3.55889724740447e-07
5.71341612274945,5.52752860348673e-07
5.82544388986219,8.68450556325308e-07
5.93747165697492,6.43340753646732e-07
6.04949942408765,4.63694878854162e-07
6.16152719120039,4.69209671367317e-07
6.27355495831312,1.55143255296574e-06
6.38558272542586,1.36417203958214e-06
6.49761049253859,8.24792089391573e-07
6.60963825965133,7.65822717854929e-07
6.72166602676406,7.03100489832818e-07
6.8336937938768,8.52323467802129e-07
6.94572156098953,6.74372042032837e-07
7.05774932810226,8.82272728152348e-07
7.169777095215,9.14337384840339e-07
7.28180486232773,1.62240933866702e-06
7.39383262944047,4.54583341555043e-06
7.5058603965532,7.65432745501599e-07
7.61788816366594,6.83697057188842e-07
7.72991593077867,3.90124161040959e-07
7.8419436978914,2.18870626550207e-07
7.95397146500414,1.72479364065522e-07
8.06599923211687,1.89081715989334e-07
8.17802699922961,1.60366779636577e-07
8.29005476634234,2.00049897492482e-07
8.40208253345508,1.55556792214549e-07
8.51411030056781,1.93743466245748e-07
8.62613806768054,1.74305064870696e-07
8.73816583479328,2.93386078832043e-07
8.85019360190601,2.75405064240337e-07
8.96222136901875,3.00697532318366e-07
9.07424913613148,2.92613710079297e-07
9.18627690324422,3.43695198729436e-07
9.29830467035695,3.30940407349009e-07
9.41033243746969,4.49217866339724e-07
9.52236020458242,5.14413614402199e-07
9.63438797169515,9.4303123703435e-07
9.74641573880789,2.0607356825796e-06
9.85844350592062,2.1486900625901e-06
9.97047127303336,6.35463440399614e-07
10.0824990401461,4.2867067494125e-07
10.1945268072588,1.568876977395e-07
10.3065545743716,1.63147499414961e-07
10.4185823414843,1.13797925672956e-07
10.530610108597,9.40649877010223e-08
10.6426378757098,5.28884524237884e-08
10.7546656428225,4.15326894548007e-08
10.8666934099352,5.32777650174075e-08
10.978721177048,4.87243113348433e-08
11.0907489441607,9.20609428540284e-09
11.2027767112734,3.71554456313032e-08
11.3148044783862,2.78879830336141e-07
11.4268322454989,6.51416473864984e-08
11.5388600126116,8.16489702352671e-08
11.6508877797244,7.03902964030631e-08
11.7629155468371,2.45667953592446e-07
11.8749433139498,1.19221463819249e-06
11.9869710810626,1.35706742872684e-07
12.0989988481753,8.61123726085774e-08
12.211026615288,5.82431717755064e-08
12.3230543824008,4.9414799814375e-08
12.4350821495135,3.85106127565385e-08
12.5471099166262,4.14428919433372e-08
12.659137683739,3.46281815810402e-08
12.7711654508517,3.46341623372296e-08
12.8831932179645,3.20062906520675e-08
12.9952209850772,3.53995783757361e-08
13.1072487521899,3.46004820566475e-08
13.2192765193027,3.8661481937367e-08
13.3313042864154,3.30543141307177e-08
13.4433320535281,5.50613156935915e-08
13.5553598206409,3.2043013818233e-08
13.6673875877536,3.55961841807588e-08
13.7794153548663,7.82896114731351e-08
13.8914431219791,2.83058474734425e-08
14.0034708890918,2.59009977191209e-08
14.1154986562045,3.26041060953132e-08
14.2275264233173,2.16009341310343e-08
14.33955419043,2.70756952985719e-08
14.4515819575427,1.97489224565742e-08
14.5636097246555,2.20391571159545e-08
14.6756374917682,2.7904022700255e-08
14.7876652588809,4.71139817578508e-08
14.8996930259937,5.30861192093678e-08
15.0117207931064,9.06591463867771e-08
15.1237485602191,1.73238036655028e-07
15.2357763273319,2.52740053731851e-07
15.3478040944446,1.02090665573365e-07
15.4598318615573,4.14320027855928e-08
15.5718596286701,3.49993057989161e-08
15.6838873957828,4.22397340863679e-08
15.7959151628955,6.81277442263249e-08
15.9079429300083,2.4286081232223e-07
16.019970697121,3.14550573321382e-07
16.1319984642337,6.67561707933161e-08
16.2440262313465,5.68637184247305e-08
16.3560539984592,2.41182906146827e-08
16.4680817655719,3.55246517455399e-08
16.5801095326847,5.04364226377369e-08
16.6921372997974,1.00297655027515e-07
16.8041650669102,2.39023013200588e-07
16.9161928340229,2.05963413793664e-07
17.0282206011356,2.93994579481152e-07
17.1402483682484,1.56964894960418e-07
17.2522761353611,1.07000489700222e-07
17.3643039024738,8.64724495378754e-08
17.4763316695866,6.77240334481238e-08
17.5883594366993,5.44922099307105e-08
17.700387203812,5.02987603499231e-08
17.8124149709248,6.07938534067192e-08
17.9244427380375,5.41137290382261e-08
18.0364705051502,2.83391779530826e-08
18.148498272263,5.45419238749559e-08
18.2605260393757,4.80865655644759e-08
18.3725538064884,1.07978990741481e-07
18.4845815736012,2.88299499674602e-07
18.5966093407139,1.92644263358835e-07
18.7086371078266,1.13676654563377e-07
18.8206648749394,8.86173783355709e-08
18.9326926420521,7.77636067797894e-08
19.0447204091648,6.50327670239231e-08
19.1567481762776,5.89471568580942e-08
19.2687759433903,5.5835684998542e-08
19.380803710503,4.63119929901657e-08
19.4928314776158,4.11487425557868e-08
19.6048592447285,1.33225750419797e-07
19.7168870118412,9.07726135148415e-08
19.828914778954,8.45393961604999e-08
19.9409425460667,6.67475386619379e-08
20.0529703131795,1.02822032192209e-07
20.1649980802922,2.24202973149852e-08
20.2770258474049,3.11178935765392e-08
20.3890536145177,2.74591637915001e-08
20.5010813816304,1.28423174742045e-07
20.6131091487431,7.61333306270334e-08
20.7251369158559,7.74309505083832e-08
20.8371646829686,6.66036883305574e-08
20.9491924500813,6.63277712771252e-08
21.0612202171941,6.41224895564166e-08
21.1732479843068,6.50296979256548e-08
21.2852757514195,6.37035196507776e-08
21.3973035185323,6.38047547839127e-08
21.509331285645,6.3987938536041e-08
21.6213590527577,6.49884218156134e-08
21.7333868198705,6.74952271747786e-08
21.8454145869832,7.30807150585307e-08
21.9574423540959,9.23821222005321e-08
22.0694701212087,1.52470775037169e-07
22.1814978883214,4.95134005270078e-08
22.2935256554341,1.17047361021184e-08
22.4055534225469,1.18608555736205e-08
22.5175811896596,1.47885653435146e-08
22.6296089567723,1.9194855289722e-08
22.7416367238851,2.43639852874952e-08
22.8536644909978,3.00794763725594e-08
22.9656922581105,2.87874473839483e-08
23.0777200252233,3.53676524497525e-08
23.189747792336,4.13337342006423e-08
23.3017755594487,7.11117278634005e-08
23.4138033265615,9.0158842246258e-08
23.5258310936742,3.5416730677437e-08
23.6378588607869,1.80490480854402e-08
23.7498866278997,1.77416213711591e-08
23.8619143950124,1.98951975617799e-08
23.9739421621251,1.85001893498115e-08
24.0859699292379,2.15937045390527e-08
24.1979976963506,1.93002910979129e-08
24.3100254634634,2.2669300832741e-08
24.4220532305761,1.93932551086465e-08
24.5340809976888,2.49924478580238e-08
24.6461087648016,1.87479965830516e-08
24.7581365319143,1.9072287535759e-08
24.870164299027,1.80796034612334e-08
24.9821920661398,9.78595310469995e-09
25.0942198332525,1.24553197551292e-08
25.2062476003652,1.35348528495851e-08
25.318275367478,1.91404978881707e-08
25.4303031345907,1.66631496411852e-08
25.5423309017034,1.96610097058439e-08
25.6543586688162,1.83164913694789e-08
25.7663864359289,2.30689325033162e-08
25.8784142030416,1.89482129716691e-08
25.9904419701544,2.14452934292465e-08
26.1024697372671,1.82100995326858e-08
26.2144975043798,2.62985687360866e-08
26.3265252714926,1.95872974504232e-08
26.4385530386053,2.27377865433354e-08
26.550580805718,2.05992164756682e-08
26.6626085728308,3.1574087989648e-08
26.7746363399435,2.00945813189864e-08
26.8866641070562,1.41395020154657e-08
26.998691874169,1.3884951350393e-08
27.1107196412817,1.70783753223424e-08
27.2227474083944,1.05004760038615e-08
27.3347751755072,5.40675140069616e-09
27.4468029426199,1.91140106783339e-08
27.5588307097327,1.31487205818593e-08
27.6708584768454,1.59902241450571e-08
27.7828862439581,8.98009736167e-09
27.8949140110709,1.8586418224122e-08
28.0069417781836,1.36691622417299e-08
28.1189695452963,1.78774341646021e-08
28.2309973124091,1.44583547847661e-08
28.3430250795218,1.75128338417242e-08
28.4550528466345,1.50541048624561e-08
28.5670806137473,1.73209808878836e-08
28.67910838086,1.47944756183857e-08
28.7911361479727,1.67311663683643e-08
28.9031639150855,1.43328075543976e-08
29.0151916821982,1.63497520928153e-08
29.1272194493109,1.4000824050456e-08
29.2392472164237,1.61598407982595e-08
29.3512749835364,1.35989201746624e-08
29.4633027506491,1.65290443152226e-08
29.5753305177619,1.16252898655849e-08
29.6873582848746,1.55668737457178e-08
29.7993860519873,3.08031573491004e-09
29.9114138191001,5.63384550975844e-09
30.0234415862128,1.76875581038749e-08
30.1354693533255,1.3570038578451e-08
30.2474971204383,1.69419118763709e-08
30.359524887551,1.4574997854901e-08
30.4715526546637,1.63997183724306e-08
30.5835804217765,1.46056906415124e-08
30.6956081888892,1.58555191073044e-08
30.8076359560019,1.48361842758937e-08
30.9196637231147,1.69375246051271e-08
31.0316914902274,1.59804440735132e-08
31.1437192573401,1.59520001897707e-08
31.2557470244529,1.49320985439228e-08
31.3677747915656,1.56210450888643e-08
31.4798025586784,1.51485593456977e-08
31.5918303257911,1.64246570066171e-08
31.7038580929038,1.61109141875099e-08
31.8158858600166,1.50318794442117e-08
31.9279136271293,1.44455681614353e-08
32.039941394242,1.44648877000579e-08
32.1519691613548,1.41653665737231e-08
32.2639969284675,1.43839622680915e-08
32.3760246955802,1.41429076614546e-08
32.488052462693,1.43501308841516e-08
32.6000802298057,1.40365523988491e-08
32.7121079969184,1.42218227418626e-08
32.8241357640312,1.39522617587252e-08
32.9361635311439,1.40217381938693e-08
33.0481912982566,1.41911644025197e-08
33.1602190653694,1.40165839311528e-08
