timestep:         0.0063532800000000
yAxisLabel:vertical DOF [m]     
title:bogies vertical DOF       
uv1,    uv2,    
  0.0000000000000000,  0.0000000000000000,
  0.0000000000000000,  0.0000000000000000,
 -0.0000000118608810,  0.0000000000000000,
 -0.0000000611784176,  0.0000000000000000,
 -0.0000001676213577,  0.0000000000000000,
 -0.0000003435886159,  0.0000000000000000,
 -0.0000005991196859,  0.0000000000000000,
 -0.0000009488968301,  0.0000000000000000,
 -0.0000014156349005,  0.0000000000000000,
 -0.0000020282729265,  0.0000000000000000,
 -0.0000028261529564,  0.0000000000000000,
 -0.0000038587419498,  0.0000000000000000,
 -0.0000051791751707,  0.0000000000000000,
 -0.0000068377887077,  0.0000000000000000,
 -0.0000088823864720,  0.0000000000000000,
 -0.0000113617248962,  0.0000000000000000,
 -0.0000143268048911,  0.0000000000000000,
 -0.0000178322251615,  0.0000000000000000,
 -0.0000219365299703,  0.0000000000000000,
 -0.0000266981924726,  0.0000000000000000,
 -0.0000321691986742,  0.0000000000000000,
 -0.0000383933543081,  0.0000000000000000,
 -0.0000454109924879,  0.0000000000000000,
 -0.0000532641771326,  0.0000000000000000,
 -0.0000619974855432,  0.0000000000000000,
 -0.0000716551239717,  0.0000000000000000,
 -0.0000822781720062,  0.0000000000000000,
 -0.0000939023092774,  0.0000000000000000,
 -0.0001065560250086,  0.0000000000000000,
 -0.0001202620462044,  0.0000000000000000,
 -0.0001350426736311,  0.0000000000000000,
 -0.0001509246883390,  0.0000000000000000,
 -0.0001679381142780,  0.0000000000000000,
 -0.0001861096454965,  0.0000000000000000,
 -0.0002054577817738,  0.0000000000000000,
 -0.0002259943941298,  0.0000000000000000,
 -0.0002477299893669,  0.0000000000000000,
 -0.0002706764468174,  0.0000000000000000,
 -0.0002948460424393,  0.0000000000000000,
 -0.0003202503460865,  0.0000000000000000,
 -0.0003469002199471,  0.0000000000000000,
 -0.0003748054066468,  0.0000000000000000,
 -0.0004039740573707,  0.0000000000000000,
 -0.0004344146458739,  0.0000000000000000,
 -0.0004661400546980,  0.0000000000000000,
 -0.0004991693001432,  0.0000000000000000,
 -0.0005335245341590,  0.0000000000000000,
 -0.0005692278287664,  0.0000000000000000,
 -0.0006063026920638,  0.0000000000000000,
 -0.0006447788288937,  0.0000000000000000,
 -0.0006846946622404,  0.0000000000000000,
 -0.0007260947214800,  0.0000000000000000,
 -0.0007690240691529,  0.0000000000000000,
 -0.0008135243056395,  0.0000000000000000,
 -0.0008596323351335,  0.0000000000000000,
 -0.0009073805119263,  0.0000000000000000,
 -0.0009567977454528,  0.0000000000000000,
 -0.0010079105411923,  0.0000000000000000,
 -0.0010607416469935,  0.0000000000000000,
 -0.0011153061225935,  0.0000000000000000,
 -0.0011716086444755,  0.0000000000000000,
 -0.0012296455036421,  0.0000000000000000,
 -0.0012894095602177,  0.0000000000000000,
 -0.0013508940339147,  0.0000000000000000,
 -0.0014140939216807,  0.0000000000000000,
 -0.0014790054701279,  0.0000000000000000,
 -0.0015456236710651,  0.0000000000000000,
 -0.0016139395766543,  0.0000000000000000,
 -0.0016839410581099,  0.0000000000000000,
 -0.0017556176349666,  0.0000000000000000,
 -0.0018289647986495,  0.0000000000000000,
 -0.0019039829158991,  0.0000000000000000,
 -0.0019806705861661,  0.0000000000000000,
 -0.0020590161491926,  0.0000000000000000,
 -0.0021389912147964,  0.0000000000000000,
 -0.0022205484244876,  0.0000000000000000,
 -0.0023036233090061,  0.0000000000000000,
 -0.0023881377296115,  0.0000000000000000,
 -0.0024740018898745,  0.0000000000000000,
 -0.0025611139764415,  0.0000000000000000,
 -0.0026493591310773,  0.0000000000000000,
 -0.0027386103068113,  0.0000000000000000,
 -0.0028287321809852,  0.0000000000000000,
 -0.0029195868703968,  0.0000000000000000,
 -0.0030110384858020,  0.0000000000000000,
 -0.0031029539540716,  0.0000000000000000,
 -0.0031951997939035,  0.0000000000000000,
 -0.0032876371167490,  0.0000000000000000,
 -0.0033801183688011,  0.0000000000000000,
 -0.0034724882409694,  0.0000000000000000,
 -0.0035645883996012,  0.0000000000000000,
 -0.0036562633206735,  0.0000000000000000,
 -0.0037473641385953,  0.0000000000000000,
 -0.0038377489089146, -0.0000006141929983,
 -0.0039272799017544, -0.0000023825864350,
 -0.0040158200590620, -0.0000053729270551,
 -0.0041032318346301, -0.0000096371003184,
 -0.0041893856570602, -0.0000152106349602,
 -0.0042741834776292, -0.0000221226339585,
 -0.0043575783097932, -0.0000304082188307,
 -0.0044395589195257, -0.0000401098819097,
 -0.0045201156360019, -0.0000512722972349,
 -0.0045992325591975, -0.0000639475442189,
 -0.0046769000070372, -0.0000781954147981,
 -0.0047531145485236, -0.0000940769149578,
 -0.0048278744403974, -0.0001116478500230,
 -0.0049011812292351, -0.0001309592999940,
 -0.0049730386166022, -0.0001520609533308,
 -0.0050434536564347, -0.0001750024028620,
 -0.0051124423476058, -0.0001998360429312,
 -0.0051800315468852, -0.0002266182230504,
 -0.0052462580538322, -0.0002554041017642,
 -0.0053111627183185, -0.0002862399654733,
 -0.0053747817887977, -0.0003191608965267,
 -0.0054371460903437, -0.0003541958713117,
 -0.0054982860767721, -0.0003913742454380,
 -0.0055582361693064, -0.0004307272869920,
 -0.0056170353325309, -0.0004722848550608,
 -0.0056747226634535, -0.0005160717541084,
 -0.0057313321721304, -0.0005621039143426,
 -0.0057868905930643, -0.0006103845781680,
 -0.0058414197333004, -0.0006609052208957,
 -0.0058949428768581, -0.0007136523974721,
 -0.0059474909380363, -0.0007686148266878,
 -0.0059991037955792, -0.0008257832767366,
 -0.0060498261634149, -0.0008851433036207,
 -0.0060997018654797, -0.0009466694491612,
 -0.0061487708944422, -0.0010103274100665,
 -0.0061970707051924, -0.0010760815456536,
 -0.0062446400338830, -0.0011439003453799,
 -0.0062915220365263, -0.0012137576691761,
 -0.0063377639527096, -0.0012856330542038,
 -0.0063834126563760, -0.0013595117357228,
 -0.0064285093714025, -0.0014353824891698,
 -0.0064730879451140, -0.0015132344999161,
 -0.0065171778151626, -0.0015930572315111,
 -0.0065608094309305, -0.0016748437529518,
 -0.0066040185156102, -0.0017585920151524,
 -0.0066468464326123, -0.0018443006638403,
 -0.0066893372225768, -0.0019319642893229,
 -0.0067315349731926, -0.0020215739979933,
 -0.0067734838964968, -0.0021131219639354,
 -0.0068152304763892, -0.0022066039856641,
 -0.0068568268605689, -0.0023020170157856,
 -0.0068983343764616, -0.0023993542923787,
 -0.0069398242830455, -0.0024986029239685,
 -0.0069813740067294, -0.0025997447972739,
 -0.0070230620585910, -0.0027027590353139,
 -0.0070649667594479, -0.0028076253732767,
 -0.0071071693166104, -0.0029143269859513,
 -0.0071497580519826, -0.0030228497906383,
 -0.0071928311964792, -0.0031331778757487,
 -0.0072364973692712, -0.0032452895867481,
 -0.0072808744286614, -0.0033591586215455,
 -0.0073260871936471, -0.0034747585957919,
 -0.0073722650406600, -0.0035920667418911,
 -0.0074195394086779, -0.0037110655008477,
 -0.0074680391321693, -0.0038317423710889,
 -0.0075178834562379, -0.0039540876805045,
