timestep:         0.0063532800000000
yAxisLabel:deflection [m]       
title:bridge deflection 
ub_mid  ,       ub_quart
  0.0000000000000000,         0.0000000000000000
 -0.0000000000343464,        -0.0000000013578639
 -0.0000000005782931,        -0.0000000142056844
 -0.0000000045142950,        -0.0000000612799812
 -0.0000000220119322,        -0.0000001267051602
 -0.0000000769185308,        -0.0000000266725105
 -0.0000002119211854,         0.0000006740061328
 -0.0000004941483700,         0.0000024732770987
 -0.0000010086282407,         0.0000052915109674
 -0.0000017912916189,         0.0000077863168844
 -0.0000027068752560,         0.0000078987774385
 -0.0000034247538993,         0.0000044787842430
 -0.0000035669868230,        -0.0000024948641242
 -0.0000028066481395,        -0.0000129601735668
 -0.0000008157391116,        -0.0000264708850643
  0.0000026837259519,        -0.0000419167697754
  0.0000078511299435,        -0.0000587915073568
  0.0000149932514997,        -0.0000774300926748
  0.0000246989061170,        -0.0000981968247877
  0.0000372730019794,        -0.0001214293082010
  0.0000522589166585,        -0.0001473075558203
  0.0000688119215545,        -0.0001756839230919
  0.0000861603933785,        -0.0002063328718223
  0.0001035778951396,        -0.0002389980826123
  0.0001204512957282,        -0.0002735114843720
  0.0001365459188469,        -0.0003099455804775
  0.0001519324310480,        -0.0003484437921482
  0.0001667323232999,        -0.0003890489428307
  0.0001810802420770,        -0.0004316556908822
  0.0001951231197607,        -0.0004761090625668
  0.0002089240835608,        -0.0005223312168016
  0.0002224417806266,        -0.0005703214374081
  0.0002355813618060,        -0.0006201041753831
  0.0002482359136786,        -0.0006716439997845
  0.0002603262356321,        -0.0007248022832206
  0.0002718117491449,        -0.0007793573644616
  0.0002826825675161,        -0.0008350529552712
  0.0002929634565880,        -0.0008916928430132
  0.0003027005827038,        -0.0009492076557797
  0.0003119421953853,        -0.0010076386902008
  0.0003207309773524,        -0.0010670497459307
  0.0003290770497984,        -0.0011274297270835
  0.0003369218713512,        -0.0011886624977719
  0.0003441354909651,        -0.0012505664542738
  0.0003505480856674,        -0.0013129675123155
  0.0003559854669586,        -0.0013757472430279
  0.0003602988691441,        -0.0014388385844461
  0.0003633996856608,        -0.0015022024956890
  0.0003652876702182,        -0.0015658161352917
  0.0003660566083788,        -0.0016296721171001
  0.0003658910337343,        -0.0016937768755762
  0.0003650675470612,        -0.0017581525206572
  0.0003639421401076,        -0.0018228502513926
  0.0003629021385546,        -0.0018879624557633
  0.0003623042219215,        -0.0019536203126876
  0.0003624369984744,        -0.0020199833637258
  0.0003635126903418,        -0.0020872306348514
  0.0003656696162321,        -0.0021555509999854
  0.0003689719307162,        -0.0022251222469263
  0.0003734008876923,        -0.0022960743675026
  0.0003788424161013,        -0.0023684472051708
  0.0003850897784852,        -0.0024421498663456
  0.0003918786245944,        -0.0025169258624000
  0.0003989465919478,        -0.0025923477217341
  0.0004060903615422,        -0.0026678623004730
  0.0004132003849113,        -0.0027428699861758
  0.0004202654696867,        -0.0028168035313156
  0.0004273434855247,        -0.0028891842193173
  0.0004345065570257,        -0.0029596483021486
  0.0004417856321850,        -0.0030279508956273
  0.0004491366056356,        -0.0030939600035377
  0.0004564338683817,        -0.0031576481222520
  0.0004634901477840,        -0.0032190833569160
  0.0004700999485585,        -0.0032784167569362
  0.0004760950422150,        -0.0033358570064532
  0.0004813912552178,        -0.0033916262832769
  0.0004860075688880,        -0.0034459043656590
  0.0004900510772867,        -0.0034987782149912
  0.0004936766833794,        -0.0035502122927955
  0.0004970387547349,        -0.0036000477461399
  0.0005002500738829,        -0.0036480314020213
  0.0005033565135784,        -0.0036938663997765
  0.0005063282503335,        -0.0037372677949474
  0.0005090628987262,        -0.0037780048403829
  0.0005113964198971,        -0.0038159188071927
  0.0005131213801979,        -0.0038509171616560
  0.0005140123965499,        -0.0038829547075125
  0.0005138551557775,        -0.0039120148348365
  0.0005124729210702,        -0.0039380995197483
  0.0005097452363222,        -0.0039612290677973
  0.0005056169819183,        -0.0039814461215804
  0.0005001000246896,        -0.0039988165286641
  0.0004932713438755,        -0.0040134231518160
  0.0004852693875249,        -0.0040253547703834
  0.0004762871371824,        -0.0040346971517741
  0.0004665591194672,        -0.0040415355032227
  0.0004563407099573,        -0.0040459662509171
  0.0004458805643603,        -0.0040480789966217
  0.0004353907908530,        -0.0040478618558746
  0.0004250216699751,        -0.0040450851871764
  0.0004148438404662,        -0.0040393661642393
  0.0004048447944728,        -0.0040306581221854
  0.0003949742927207,        -0.0040200369345509
  0.0003852631855534,        -0.0040098282251981
  0.0003759284041555,        -0.0040023986131213
  0.0003673328155692,        -0.0039988843809886
  0.0003598593538574,        -0.0039992285255615
  0.0003538653352534,        -0.0040027056889371
  0.0003496745394044,        -0.0040082574633943
  0.0003475481249113,        -0.0040151235271925
  0.0003478148112519,        -0.0040232797802817
  0.0003510608287994,        -0.0040332449661939
  0.0003578807316613,        -0.0040457697395080
  0.0003682864412761,        -0.0040614649878888
  0.0003815376287902,        -0.0040805202879508
  0.0003965555934379,        -0.0041028163977296
  0.0004123589455522,        -0.0041281372711206
  0.0004282705488239,        -0.0041563600739918
  0.0004440200912625,        -0.0041876048411140
  0.0004597195928636,        -0.0042221674620993
  0.0004756818308980,        -0.0042603284561456
  0.0004922134478998,        -0.0043022071034417
  0.0005094695538137,        -0.0043477632626703
  0.0005273838514710,        -0.0043969191399639
  0.0005456821762222,        -0.0044496427354512
  0.0005639381576708,        -0.0045059329649359
  0.0005816409413081,        -0.0045657327288612
  0.0005982864085420,        -0.0046288209466729
  0.0006134614145305,        -0.0046947112125918
  0.0006268776771552,        -0.0047626064686139
  0.0006383520074520,        -0.0048315705942218
  0.0006477590834786,        -0.0049010634014042
  0.0006550269664117,        -0.0049716409593548
  0.0006602155838921,        -0.0050449917340535
  0.0006635728440800,        -0.0051228400695213
  0.0006654416751007,        -0.0052058935155159
  0.0006661045439191,        -0.0052939376617998
  0.0006657436018223,        -0.0053863004411738
  0.0006644762812124,        -0.0054821159486747
  0.0006623829188845,        -0.0055808209806372
  0.0006596538568210,        -0.0056824844350286
  0.0006567727718026,        -0.0057876013925452
  0.0006543335993510,        -0.0058967890074935
  0.0006525804460388,        -0.0060104599471211
  0.0006512842711670,        -0.0061286062526264
  0.0006500505862133,        -0.0062509313752874
  0.0006485851204145,        -0.0063770764239465
  0.0006467610152524,        -0.0065068221862454
  0.0006446483715652,        -0.0066402370897635
