Var1,P1
0,0.00274685141475475
0.556671128960288,0.0136203353376421
1.11334225792058,0.0398016799834375
1.67001338688086,0.0345101435756624
2.22668451584115,0.0168441964032249
2.78335564480144,0.0547841198601336
3.34002677376173,0.0160651290892266
3.89669790272202,0.0254574047109194
4.4533690316823,0.0236897225759928
5.01004016064259,0.0485826140622521
5.56671128960288,0.0158779217134447
6.12338241856317,0.00969435020794044
6.68005354752346,0.0020626715175192
7.23672467648374,0.00200479486930027
7.79339580544403,0.00106607629306113
8.35006693440432,0.00112828898762174
8.90673806336461,0.000748907131937694
9.4634091923249,0.000781280660285869
10.0200803212852,0.000608264200962243
10.5767514502455,0.000605231647124554
11.1334225792058,0.000506739427194307
11.690093708166,0.000479793377240567
12.2467648371263,0.000413501656499523
12.8034359660866,0.000378510183184376
13.3601070950469,0.000353317862759284
13.9167782240072,0.000353644523854825
14.4734493529675,0.000328105445649068
15.0301204819278,0.000330014247220924
15.5867916108881,0.000284977513209004
16.1434627398484,0.000262130018377727
16.7001338688086,0.000226200501559751
17.2568049977689,0.00023036197342695
17.8134761267292,0.000236095687133102
18.3701472556895,0.000233354080562987
18.9268183846498,0.000253020408049725
19.4834895136101,0.000211866964429604
20.0401606425704,0.000202953354805224
20.5968317715307,0.000155691927730083
21.1535029004909,0.00015317732771055
21.7101740294512,0.000186736999620268
22.2668451584115,0.000190884897096007
22.8235162873718,0.000211437308365389
23.3801874163321,0.000133234329783121
23.9368585452924,0.000168965772338923
24.4935296742527,0.000118120394694933
25.050200803213,0.00012848296202318
25.6068719321732,0.000176133503714344
26.1635430611335,0.000231877172877676
26.7202141900938,0.000266770208776434
27.2768853190541,0.000139290757379395
27.8335564480144,8.00524712748209e-05
28.3902275769747,0.000149258420957466
28.946898705935,0.000187437310822173
29.5035698348953,0.000102276799930226
30.0602409638556,0.000166934608548367
30.6169120928158,0.000120913673343608
31.1735832217761,0.000108229803929275
31.7302543507364,0.000168745560816555
32.2869254796967,7.62860020267154e-05
32.843596608657,0.000120008294500891
33.4002677376173,0.000140047672709416
33.9569388665776,0.000152635329956621
34.5136099955379,0.000170302568473649
35.0702811244981,8.73305479485997e-05
35.6269522534584,5.77335177921659e-05
36.1836233824187,3.38989652972136e-05
36.740294511379,9.07139496683872e-05
37.2969656403393,0.000146812208036792
37.8536367692996,6.62612312788629e-05
