f,amplitude_1,amplitude_2
0,2.33429678133918e-07,5.16734059443689e-08
0.105354091561842,0.00172769205148966,0.00177517619369273
0.210708183123684,0.00292460469012916,0.00297445707964843
0.316062274685526,0.00223790436464116,0.00243093629992627
0.421416366247368,0.0101384053396032,0.0105414675618029
0.526770457809209,0.0117109456805772,0.012278634714271
0.632124549371051,0.00376060612948716,0.00646461972572307
0.737478640932893,0.00661630775497387,0.00994831125671187
0.842832732494735,0.00668492088758019,0.0107835461097417
0.948186824056577,0.00148322897009569,0.00770115579260288
1.05354091561842,0.00703978118509651,0.0085904462206946
1.15889500718026,0.0131794811949934,0.0132687547267709
1.2642490987421,0.0113304882085873,0.0109527906162974
1.36960319030394,0.00630423874687623,0.00562427907220466
1.47495728186579,0.00612181986712746,0.00624571695645537
1.58031137342763,0.00864861261089305,0.00737564037155435
1.68566546498947,0.00835420028032462,0.00600360454819537
1.79101955655131,0.00515440004568035,0.0030305100245089
1.89637364811315,0.00251376183746628,0.00152967965254791
2.001727739675,0.00210572995712103,0.00308230774432099
2.10708183123684,0.00145385097898039,0.00251877377203609
2.21243592279868,0.000684241482583678,0.00077645266627861
2.31779001436052,0.000217224742797212,0.000718065617229267
2.42314410592236,0.000239751157712636,0.000770638673661546
2.5284981974842,0.00021320262938435,0.000686285019236154
2.63385228904605,0.000688629146415545,0.00121746672555132
2.73920638060789,0.00143616114077627,0.00169759075227099
2.84456047216973,0.00147949408056133,0.00155041209918855
2.94991456373157,0.000608583310307732,0.000498605260689973
3.05526865529341,0.00177561520809296,0.0015925152669267
3.16062274685526,0.00266513687939501,0.00243291212602999
3.2659768384171,0.00158912805313725,0.00167410022194094
3.37133092997894,0.000946746995242789,0.0011408004142248
3.47668502154078,0.002269309013266,0.0015924536945263
3.58203911310262,0.00176134322434756,0.00141706065039457
3.68739320466447,0.00035256429955651,0.000696584740211433
3.79274729622631,0.00040974854010266,0.000216312800883896
3.89810138778815,0.000251235931770603,0.000531395861641075
4.00345547934999,0.000225737306590859,6.58317631465078e-05
4.10880957091183,0.000137231425184488,0.000373495158619908
4.21416366247368,0.00016208823782595,0.000171037697968913
4.31951775403552,0.00017719915296359,0.000345956148603313
4.42487184559736,9.44696407796251e-05,0.000366310427075812
4.5302259371592,0.000334155485059489,0.000529305979167306
4.63558002872104,0.000449875643875084,0.000507988786843504
4.74093412028288,0.000255823971137608,0.000119757074286007
4.84628821184473,0.000139360867840814,0.000183404384764748
4.95164230340657,0.000214795392218935,6.07860370253146e-05
5.05699639496841,0.000116983572451885,0.000268945705451091
5.16235048653025,6.15854900715609e-05,0.00018163950808875
5.26770457809209,0.000152259552362532,0.000238409855616528
5.37305866965394,0.000385137587046694,0.000304794666421964
5.47841276121578,0.000464189618277631,0.000280459473276707
5.58376685277762,0.000405955146560998,0.000298956092216605
5.68912094433946,0.000245729018127357,0.000297935858054341
5.7944750359013,9.9652177559414e-05,0.000198901003334949
5.89982912746315,0.000121617669323436,0.000207822842922443
6.00518321902499,4.91827382066005e-05,0.000202115895135989
6.11053731058683,9.97173585356355e-05,0.00015474298901403
6.21589140214867,0.000170226472718419,0.000285933809477203
6.32124549371051,0.000181508556887013,0.000284032969894618
6.42659958527235,0.000125100904673806,0.000100576296557898
6.5319536768342,2.50111501610116e-05,0.000144656804176994
6.63730776839604,5.29460785751342e-05,0.000149484863092483
6.74266185995788,3.87551272131744e-05,0.000153325675177221
6.84801595151972,8.24214135998149e-05,0.000224348844174724
6.95337004308156,8.94006438989581e-05,0.00017927401964423
7.05872413464341,2.70458559625021e-05,0.000186326262649142
7.16407822620525,2.51836351250753e-05,0.000131702476344318
7.26943231776709,4.32684042307039e-05,0.000169346117207628
7.37478640932893,4.6077972864628e-05,0.000126494749974637
7.48014050089077,3.9574835556325e-06,0.000130335135783473
7.58549459245261,5.58976607827434e-05,0.000137753188793981
7.69084868401446,4.33391637174803e-05,0.000123817656869284
7.7962027755763,7.12405642187652e-05,0.000152135812587813
7.90155686713814,9.90959768727529e-05,0.00010655466152223
8.00691095869998,6.82839603984539e-05,7.2152245564425e-05
8.11226505026183,4.77584725356212e-05,5.05644416631488e-05
